gene_id,model_type,log_hr,hr,log_hr_ci_low,log_hr_ci_high,hr_ci_low,hr_ci_high,std_error,statistic,p_value,ph_p_value,n,events,covariates,warning_count,warning_text,fdr
ENSG00000163694.15,grade_complete,-0.4257494764272216,0.653279983657319,-0.546493016093499,-0.30500593676094423,0.5789767161659364,0.7371189982793576,0.06160497877445048,-6.910958901324925,4.813885198581292e-12,0.12460451532913214,520,171,expr;age;sex;grade,0,,1.4542309558986938e-9
ENSG00000178999.13,grade_complete,0.47276959071468483,1.6044316644314631,0.33692704022632747,0.6086121412030422,1.400636869861537,1.8378789115302905,0.06930869728212664,6.821215940479131,9.027312536835821e-12,0.884942879383728,520,171,expr;age;sex;grade,0,,2.1426971114218166e-9
ENSG00000138639.18,grade_complete,-0.42075598258632385,0.6565502915678789,-0.5413428754939311,-0.3001690896787165,0.5819662192308381,0.7406929665566837,0.06152505549019338,-6.838774532326738,7.987347867213542e-12,0.5575406288715326,520,171,expr;age;sex;grade,0,,2.1426971114218166e-9
ENSG00000163071.11,grade_complete,-0.3878115921985762,0.6785401734838844,-0.4992079957099017,-0.2764151886872507,0.6070112248769175,0.7584979456103103,0.056835944124487066,-6.8233509299882,8.894102845845795e-12,0.8376591697594186,520,171,expr;age;sex;grade,0,,2.1426971114218166e-9
ENSG00000055163.20,stage_complete,-0.4525244848724998,0.6360204990997607,-0.576637713224339,-0.3284112565206606,0.5617840738067906,0.720066826626047,0.06332423928747084,-7.146149562384637,8.924582102425173e-13,0.11453431078770436,525,171,expr;age;sex;stage,0,,2.4444716597807098e-9
ENSG00000165475.15,stage_complete,-0.4686872323445526,0.6258232898324415,-0.5984862413309979,-0.33888822335810737,0.549643033574625,0.7125620924358084,0.06622520108036847,-7.077173412818649,1.4712438518090338e-12,0.22729303879661708,525,171,expr;age;sex;stage,0,,2.4444716597807098e-9
ENSG00000154920.15,grade_complete,0.4653805295593451,1.5926201126235042,0.3309496834797311,0.5998113756389591,1.3922897353710084,1.8217751368087254,0.06858842669558594,6.785117431324533,1.159921244658569e-11,0.8928509510718616,520,171,expr;age;sex;grade,0,,2.5696121973336164e-9
ENSG00000186185.14,grade_complete,0.49134812167564546,1.6345182648117036,0.3488643545789655,0.6338318887723254,1.4174569057622393,1.884819176612907,0.07269713536604439,6.758837459022435,1.3910333920195607e-11,0.761054259929787,520,171,expr;age;sex;grade,0,,2.7490987866108265e-9
ENSG00000162063.13,grade_complete,0.4323009483814879,1.5407987462820023,0.30691045889065827,0.5576914378723176,1.3592192566228962,1.7466356255448878,0.06397591510859069,6.7572452484300385,1.4064002218592853e-11,0.8688635717640762,520,171,expr;age;sex;grade,0,,2.7490987866108265e-9
ENSG00000196177.13,grade_complete,-0.5339484668450762,0.5862854647284272,-0.6909689960625461,-0.37692793762760635,0.5010902792322924,0.6859655044165869,0.08011398702018395,-6.664859492145274,2.6491868174368215e-11,0.7316113216673035,520,171,expr;age;sex;grade,0,,4.857545251757471e-9
ENSG00000168779.20,grade_complete,0.4150165924665565,1.5143958680463792,0.2928435565556793,0.5371896283774337,1.340233103347144,1.7111910155243468,0.06233432699506856,6.657914065541922,2.7774107668790835e-11,0.5947766777165211,520,171,expr;age;sex;grade,0,,4.857545251757471e-9
ENSG00000145703.16,grade_complete,-0.42505363015577285,0.6537347242945986,-0.5507221270980299,-0.2993851332135158,0.5765333296823051,0.741273865266443,0.0641177582514343,-6.629265304144729,3.3736175997176924e-11,0.49212608548013037,520,171,expr;age;sex;grade,0,,5.391980486813254e-9
ENSG00000138615.6,grade_complete,0.39552046464377244,1.485156961492499,0.27855750504676446,0.5124834242407804,1.32122258017776,1.669431958976113,0.05967607594812807,6.627789417447096,3.4075109907637176e-11,0.143135153571923,520,171,expr;age;sex;grade,0,,5.391980486813254e-9
ENSG00000213347.10,grade_complete,0.5045648342323433,1.6562646139531367,0.35414670491430045,0.6549829635503862,1.4249642204001969,1.9251097200622416,0.07674535374349833,6.574532654038209,4.880621861462638e-11,0.762617271558234,520,171,expr;age;sex;grade,0,,7.371957475291066e-9
ENSG00000117054.14,grade_complete,-0.4638276377426374,0.6288719389131192,-0.6027246247164257,-0.3249306507688491,0.5473183655703355,0.722577462096004,0.0708671118803152,-6.545033731951408,5.948195830008001e-11,0.30734757427972875,520,171,expr;age;sex;grade,0,,8.59384988831156e-9
ENSG00000084734.9,stage_complete,0.4283181329347053,1.5346742337325205,0.30554018327178184,0.5510960825976288,1.3573580271047823,1.735153847880612,0.06264296213164133,6.837450183703226,8.061510730538533e-12,0.8406295521735608,525,171,expr;age;sex;stage,0,,8.929466719193183e-9
ENSG00000043355.12,grade_complete,0.40175182514758134,1.4944404041236352,0.2811940108065004,0.5223096394886623,1.324710587175086,1.6859170169688045,0.06151021921424354,6.531464694480396,6.512957647563579e-11,0.14401191795376783,520,171,expr;age;sex;grade,0,,9.017732609522406e-9
ENSG00000127586.17,grade_complete,0.48884886048423726,1.6304382773467156,0.34189766842024094,0.6358000525482336,1.407616246549543,1.8885324624190905,0.07497647570217036,6.520029861447414,7.029339584534462e-11,0.45123363445601183,520,171,expr;age;sex;grade,0,,9.343398175763205e-9
ENSG00000072609.18,grade_complete,0.509357335823079,1.6642213157740844,0.3559509073928839,0.662763764253274,1.4275374650076609,1.9401470404575065,0.07827002416383437,6.507693606391319,7.631336614237633e-11,0.1719301507922708,520,171,expr;age;sex;grade,0,,9.732673517784104e-9
ENSG00000157456.8,grade_complete,0.45789516785193113,1.5807432816613445,0.31978008797640406,0.5960102477274583,1.3768249506799541,1.814863480853868,0.07046817235671739,6.497900435589802,8.144867608210857e-11,0.439635440499554,520,171,expr;age;sex;grade,0,,9.732673517784104e-9
ENSG00000285077.2,grade_complete,0.463590675720541,1.5897721049202462,0.32373546310986184,0.6034458883312201,1.3822815942750983,1.8284084487922063,0.0713560114950271,6.496869233685368,8.200868447124734e-11,0.6280933329933392,520,171,expr;age;sex;grade,0,,9.732673517784104e-9
ENSG00000241343.10,grade_complete,0.485388179548407,1.624805602749607,0.33861931693217784,0.6321570421646362,1.403009141713814,1.8816650356972653,0.0748834487643259,6.481915397299964,9.05654227731833e-11,0.3298598023215779,520,171,expr;age;sex;grade,0,,1.0377548271561658e-8
ENSG00000114455.13,stage_complete,-0.46045983091712855,0.6309934284997343,-0.5947559638831295,-0.32616369795112765,0.5516971834797268,0.7216870390720059,0.0685196942521963,-6.720109246581601,1.8158836492374166e-11,0.21701448931234452,525,171,expr;age;sex;stage,0,,1.2705214132303472e-8
ENSG00000163694.15,stage_complete,-0.422463091946278,0.6554304445424891,-0.5458148414043404,-0.29911134248821564,0.5793694966923039,0.7414768469616452,0.06293572250870183,-6.7126120922480235,1.911708415934919e-11,0.02676524110479334,525,171,expr;age;sex;stage,0,,1.2705214132303472e-8
ENSG00000138316.11,grade_complete,0.4662747175333922,1.5940448512725889,0.32448779407759154,0.6080616409891929,1.3833219188097072,1.8368674372304172,0.07234159636309538,6.4454579519240385,1.1525187740046309e-10,0.704304529906175,520,171,expr;age;sex;grade,0,,1.2766066286724628e-8
ENSG00000175063.17,grade_complete,0.43172171127233094,1.5399065169015431,0.30004269616906853,0.5634007263755934,1.3499164426062589,1.7566361931391796,0.06718440550026926,6.425921433071261,1.3107309192916387e-10,0.9801288627201551,520,171,expr;age;sex;grade,0,,1.389559140725301e-8
ENSG00000110719.10,grade_complete,0.522759531059695,1.6866756674666354,0.3632350411618973,0.6822840209574926,1.43797380255769,1.978391262875519,0.08139154145489738,6.422774673082938,1.3381249624799769e-10,0.49493608999050476,520,171,expr;age;sex;grade,0,,1.389559140725301e-8
ENSG00000055163.20,stage_grade_complete,-0.44032768739577155,0.6438254130397608,-0.5652845220047545,-0.3153708527867886,0.5681984587921453,0.7295182802096486,0.06375465855221145,-6.906596276963324,4.964200745059834e-12,0.11023851345074287,517,170,expr;age;sex;stage;grade,0,,1.6496039075833828e-8
ENSG00000164877.19,grade_complete,0.5005703765543537,1.6496619308973588,0.3468989055536304,0.6542418475550769,1.4146737024863942,1.9236835190114625,0.07840525244997575,6.384398505364528,1.720724610043683e-10,0.5240711636608794,520,171,expr;age;sex;grade,0,,1.6817552585809288e-8
ENSG00000120156.22,grade_complete,-0.4508755664342121,0.637070110151545,-0.5892582352762027,-0.31249289759222154,0.554738617697042,0.7316208251976286,0.07060469984833163,-6.385914357015231,1.703763391323511e-10,0.7241939991185319,520,171,expr;age;sex;grade,0,,1.6817552585809288e-8
ENSG00000123485.12,grade_complete,0.4877118593018367,1.628585520590452,0.33763918348909183,0.6377845351145816,1.4016346792214252,1.8922839433097918,0.07656909871635349,6.369565104958876,1.8956494071244104e-10,0.4300840381126568,520,171,expr;age;sex;grade,0,,1.7277060967440225e-8
ENSG00000198589.14,grade_complete,-0.4989753296913121,0.607152472192937,-0.652568232692942,-0.3453824266896822,0.5207067619167673,0.7079495628845311,0.07836516599955465,-6.36731031354094,1.9237172909879278e-10,0.296622967776846,520,171,expr;age;sex;grade,0,,1.7277060967440225e-8
ENSG00000196550.10,grade_complete,0.4738523546982857,1.6061698260914645,0.32814189803917293,0.6195628113573984,1.3883859675588723,1.8581155172452388,0.07434343580211589,6.373829102539264,1.843660274737282e-10,0.9286198863142606,520,171,expr;age;sex;grade,0,,1.7277060967440225e-8
ENSG00000169231.13,stage_complete,0.5196757048123667,1.6814822646642735,0.36608305574443767,0.6732683538802957,1.442075010294267,1.9606349088620185,0.07836503643916333,6.6314740402858545,3.323509990449222e-11,0.24125690440823616,525,171,expr;age;sex;stage,0,,1.8406706163771276e-8
ENSG00000165475.15,stage_grade_complete,-0.45624518227191124,0.6336584562310958,-0.5881062415918767,-0.3243841229519457,0.5553780413163518,0.7229724787128592,0.0672772869093865,-6.781563336321995,1.1888233788758373e-11,0.18056452806814727,517,170,expr;age;sex;stage;grade,0,,1.975230044002204e-8
ENSG00000184445.12,grade_complete,0.4744295201707827,1.6070971194331594,0.32693844117411086,0.6219205991674546,1.3867161099372063,1.8625017282068728,0.07525193328043918,6.304549258591671,2.8903379235868066e-10,0.9253633706288724,520,171,expr;age;sex;grade,0,,2.5275244526523573e-8
ENSG00000163071.11,stage_complete,-0.39168638692842034,0.6759160568355752,-0.5091736845315592,-0.27419908932528153,0.6009919826626137,0.7601807163285023,0.059943600254833085,-6.534248614752494,6.392967432479594e-11,0.7351886106425913,525,171,expr;age;sex;stage,0,,2.6554788472662113e-8
ENSG00000145703.16,stage_complete,-0.4215947319631435,0.6559998412971566,-0.5477070582280102,-0.2954824056982768,0.5782742405413948,0.74417250780357,0.0643442059444075,-6.552178642586646,5.6703649549873154e-11,0.10670578841047178,525,171,expr;age;sex;stage,0,,2.6554788472662113e-8
ENSG00000114455.13,stage_grade_complete,-0.46651200190082415,0.6271860813603375,-0.6038249446719526,-0.32919905912969577,0.5467164714494546,0.7194997794912849,0.0700589112117546,-6.65885315418022,2.759724920027133e-11,0.05642705568169961,517,170,expr;age;sex;stage;grade,0,,3.056855303083388e-8
ENSG00000152782.16,stage_complete,-0.4986741199540799,0.6073353799749657,-0.6495461701869717,-0.3478020697211881,0.5222827504670747,0.7062386483939392,0.07697695030263378,-6.478226507981281,9.280696330199362e-11,0.3051535118019743,525,171,expr;age;sex;stage,0,,3.4266393228058314e-8
ENSG00000171365.17,grade_complete,-0.45937502071443403,0.631678308023787,-0.6035867723011135,-0.3151632691277546,0.5468466997154083,0.7296697320025015,0.07357877630619918,-6.243308787886578,4.28409952283586e-10,0.5547305102841088,520,171,expr;age;sex;grade,0,,3.4772368782530263e-8
ENSG00000016391.11,grade_complete,-0.36208456312575305,0.6962234905177999,-0.4758266691786084,-0.2483424570728977,0.6213711756901671,0.7800927492499063,0.05803275312711794,-6.239313898009014,4.394942789245474e-10,0.901418046072742,520,171,expr;age;sex;grade,0,,3.4772368782530263e-8
ENSG00000133116.8,grade_complete,-0.40961791516422486,0.6639038692820842,-0.5381239849226508,-0.2811118454057989,0.5838425229948997,0.7549438937519343,0.06556552608724725,-6.2474586815509,4.171845926800827e-10,0.7107445751709639,520,171,expr;age;sex;grade,0,,3.4772368782530263e-8
ENSG00000281398.4,grade_complete,0.4824770272102978,1.6200824244017034,0.33099107951485945,0.633962974905736,1.3923473718387551,1.8850662664656204,0.07729016904919692,6.242411333104866,4.3087603845716966e-10,0.3636963679892758,520,171,expr;age;sex;grade,0,,3.4772368782530263e-8
ENSG00000115163.15,grade_complete,0.4479458323460472,1.5650939158917423,0.306741518011749,0.5891501466803454,1.358989648322712,1.8024559411358179,0.07204434134917777,6.217640746758795,5.046854080511511e-10,0.2996614951317116,520,171,expr;age;sex;grade,0,,3.900161885939476e-8
ENSG00000080986.13,grade_complete,0.48362739832300944,1.621947192805153,0.3309058379041153,0.6363489587419036,1.3922286909644106,1.8895693741422577,0.07792059528825138,6.206669706948828,5.411917418878996e-10,0.9438281969291126,520,171,expr;age;sex;grade,0,,3.996400351763312e-8
ENSG00000154839.10,grade_complete,0.4066059291002021,1.5017122079637513,0.2782601563357474,0.5349517018646568,1.3208297747495654,1.7073657776793743,0.06548374040381853,6.209265484726218,5.323282537587739e-10,0.342141682484966,520,171,expr;age;sex;grade,0,,3.996400351763312e-8
ENSG00000147509.14,grade_complete,0.44161498162144186,1.555216838081995,0.30168936957262027,0.5815405936702635,1.3521411452859862,1.7887921108577676,0.07139193023572729,6.185782905200686,6.179500274583255e-10,0.23307787025565527,520,171,expr;age;sex;grade,0,,4.369038172859608e-8
ENSG00000151150.22,grade_complete,-0.38763164023106106,0.678662289110285,-0.5104064614657788,-0.2648568189963433,0.6002515500966026,0.7673158071583278,0.06264136596547179,-6.188109634210809,6.088997606039385e-10,0.9636439163931448,520,171,expr;age;sex;grade,0,,4.369038172859608e-8
ENSG00000013810.20,grade_complete,0.46209709877338256,1.5873994302802492,0.3154269685816014,0.6087672289651638,1.370844493549823,1.8381639661614013,0.07483307415273774,6.1750382969730895,6.614743480734307e-10,0.8611548593428098,520,171,expr;age;sex;grade,0,,4.5793317888500216e-8
ENSG00000137819.14,grade_complete,-0.3911301562721687,0.6762921266485232,-0.5154857437260632,-0.2667745688182742,0.5972104329308975,0.7658456975076052,0.06344789416274763,-6.164588461657948,7.066668316484612e-10,0.7314187641800014,520,171,expr;age;sex;grade,0,,4.7923548603425234e-8
ENSG00000111206.13,grade_complete,0.45440996098507297,1.5752436535590169,0.3097872210863075,0.5990327008838384,1.3631350368797475,1.820357118659303,0.07378846807366421,6.158278832017873,7.353979410489347e-10,0.4559577435576795,520,171,expr;age;sex;grade,0,,4.812524037351702e-8
ENSG00000240303.8,grade_complete,-0.4618368314610214,0.6301251481539493,-0.6088397426102462,-0.3148339203117966,0.5439816618057722,0.7299100874429941,0.07500286347543378,-6.157589324736783,7.386058558680012e-10,0.6498935945895143,520,171,expr;age;sex;grade,0,,4.812524037351702e-8
ENSG00000133466.14,grade_complete,0.4642935256848007,1.5908898689515607,0.31586632403588577,0.6127207273337156,1.371446913883679,1.8454455287413178,0.0757295556549456,6.130942162136924,8.73601630319934e-10,0.3822015008066276,520,171,expr;age;sex;grade,0,,5.582650418371424e-8
ENSG00000198130.16,grade_complete,-0.5121753569520837,0.5991907063764376,-0.6760339188188218,-0.34831679508534563,0.5086302662498762,0.7058752229886235,0.08360284329673075,-6.126291125461186,8.995115680020639e-10,0.46548109706114194,520,171,expr;age;sex;grade,0,,5.639767812209166e-8
ENSG00000084734.9,stage_grade_complete,0.4246062075544106,1.5289881970944008,0.2968944586150077,0.5523179564938134,1.345673267732694,1.7372752828722837,0.06516025291626627,6.516337622262575,7.204471884584482e-11,0.8610458487720651,517,170,expr;age;sex;stage;grade,0,,5.985115018118559e-8
ENSG00000007372.24,grade_complete,0.3664986079725697,1.4426743923065684,0.24872194639333917,0.4842752695518003,1.2823854116033409,1.6229983461952413,0.0600912376493843,6.099035771421241,1.0671019031875539e-9,0.893862858782238,520,171,expr;age;sex;grade,0,,6.566628933874522e-8
ENSG00000169562.13,grade_complete,-0.4129555060983059,0.6616917234193738,-0.5457474236134449,-0.2801635885831669,0.5794085578205759,0.755660113976578,0.06775222328705258,-6.095084206295287,1.093798590866854e-9,0.5992064431687778,520,171,expr;age;sex;grade,0,,6.608532213546466e-8
ENSG00000171914.16,grade_complete,-0.3910031327374277,0.676378037121178,-0.5169880274340317,-0.2650182380408237,0.5963139269990114,0.7671919577700155,0.06427918864344284,-6.08288842764219,1.180364903764735e-9,0.25398388934490673,520,171,expr;age;sex;grade,0,,6.881320307386342e-8
ENSG00000084734.9,grade_complete,0.3796723648890055,1.4618055721361876,0.2573780526052133,0.5019666771727977,1.2935340582532726,1.6519669637565961,0.062396203832536815,6.084863205909066,1.165908116932602e-9,0.6261483549091947,520,171,expr;age;sex;grade,0,,6.881320307386342e-8
ENSG00000133116.8,stage_complete,-0.43199741095291744,0.649211057520966,-0.5653793741791351,-0.29861544772669985,0.5681445664887906,0.7418446326297949,0.06805327254904556,-6.34793000794458,2.182313218170168e-10,0.24088723351206434,525,171,expr;age;sex;stage,0,,7.251826823979469e-8
ENSG00000158006.14,grade_complete,-0.516926235003303,0.5963507758245156,-0.684142247046104,-0.3497102229605021,0.5045227999510108,0.7048923217365672,0.08531585955751206,-6.058970016645489,1.3699592381923304e-9,0.061393851686112735,520,171,expr;age;sex;grade,0,,7.848921635367438e-8
ENSG00000073605.18,grade_complete,0.508604428206451,1.662968782449792,0.34388682258017034,0.6733220338327317,1.4104189988910454,1.9607401584755424,0.08404113898293651,6.051850728840273,1.431911251726777e-9,0.20854359176724577,520,171,expr;age;sex;grade,0,,8.064815405912e-8
ENSG00000124614.16,grade_complete,0.44622481131376335,1.5624026728521991,0.3015725474649482,0.5908770751625785,1.3519831945337732,1.8055713429023073,0.07380353159028112,6.046117329330143,1.4837805975151151e-9,0.3277115371754092,520,171,expr;age;sex;grade,0,,8.217671542571212e-8
ENSG00000176444.19,grade_complete,0.4708196635108076,1.6013061876985908,0.3178320614862087,0.6238072655354066,1.3741454699007791,1.8660189644601037,0.07805633329558381,6.031793239991266,1.6215015998297413e-9,0.1335178778965321,520,171,expr;age;sex;grade,0,,8.627226206772218e-8
ENSG00000273899.5,grade_complete,0.49430763563922103,1.6393628096531843,0.33365057865133274,0.6549646926271093,1.3960552468315386,1.9250745468515713,0.08196939242513164,6.030392821207094,1.6356161631858252e-9,0.15173892844858866,520,171,expr;age;sex;grade,0,,8.627226206772218e-8
ENSG00000166415.15,grade_complete,-0.3806442751717087,0.6834209561872204,-0.5042683095485737,-0.25702024079484365,0.6039473162830382,0.7733525603365151,0.06307464593839257,-6.034822225454877,1.591377827109033e-9,0.9850458573901483,520,171,expr;age;sex;grade,0,,8.627226206772218e-8
ENSG00000142945.13,grade_complete,0.4091252059385004,1.5055002062517813,0.27596830256747157,0.5422821093095291,1.3178060922955823,1.7199274493229275,0.06793844398231473,6.021998473279739,1.722765206327173e-9,0.6566318568139912,520,171,expr;age;sex;grade,0,,8.944919969726868e-8
ENSG00000138316.11,stage_complete,0.44569482045832487,1.5615748331161976,0.3070017279110946,0.5843879130055551,1.35934331689435,1.7938926311809755,0.07076308220009335,6.298408811505061,3.0071654752154996e-10,0.8389803938286656,525,171,expr;age;sex;stage,0,,9.084373521946459e-8
ENSG00000075218.19,grade_complete,0.46060645457357907,1.5850349452674932,0.310425706749446,0.6107872023977121,1.3640056569673622,1.8418807611875176,0.07662423851088067,6.011236960066792,1.8411305690014746e-9,0.5963818933144479,520,171,expr;age;sex;grade,0,,9.412425970449076e-8
ENSG00000241343.10,stage_grade_complete,0.49832719489266,1.6459655868415344,0.3458498026273496,0.6508045871579704,1.413190342400138,1.917082668754539,0.07779601741054051,6.405561768836024,1.4981671481806013e-10,0.13651348840867444,517,170,expr;age;sex;stage;grade,0,,9.956818866808276e-8
ENSG00000175198.17,grade_complete,-0.4260266993360224,0.653098904580782,-0.5658844609291237,-0.28616893774292107,0.5678576766544052,0.7511357100561061,0.07135731202016034,-5.970329981259082,2.3677420877883e-9,0.6144636312587293,520,171,expr;age;sex;grade,0,,1.1893049094474054e-7
ENSG00000113971.20,grade_complete,0.45996786884192925,1.5840230876805734,0.3089154501791235,0.611020287504735,1.3619472132423047,1.8423101261992134,0.07706897670278028,5.968262308916006,2.3979364710495382e-9,0.12739034695777407,520,171,expr;age;sex;grade,0,,1.1893049094474054e-7
ENSG00000163694.15,stage_grade_complete,-0.40604354312507307,0.6662811548295828,-0.5314091944270252,-0.280677891823121,0.5877760949953241,0.7552715754535306,0.06396324233037974,-6.3480763065104995,2.180239419987269e-10,0.03994246936590942,517,170,expr;age;sex;stage;grade,0,,1.2074892654362825e-7
ENSG00000163071.11,stage_grade_complete,-0.38340977830664197,0.6815335643872742,-0.5023337657941147,-0.26448579081916923,0.6051168096450839,0.7676005557651863,0.06067661876724779,-6.318904812039396,2.6342346371446686e-10,0.736839316318689,517,170,expr;age;sex;stage;grade,0,,1.250508814175962e-7
ENSG00000134668.12,grade_complete,0.4128972841682605,1.5111897948450912,0.2770440764458125,0.5487504918907085,1.3192245164814425,1.7310886566411638,0.0693141347463733,5.95689877222141,2.5706935991744926e-9,0.6283096027991223,520,171,expr;age;sex;grade,0,,1.2562374750083586e-7
ENSG00000168476.12,grade_complete,0.4712795353457927,1.6020427526632608,0.3158901672996921,0.6266689033918933,1.3714796140440806,1.871366482650749,0.07928174664013835,5.94436368165476,2.7753281506590756e-9,0.5199213291589744,520,171,expr;age;sex;grade,0,,1.3174879206628725e-7
ENSG00000164035.10,grade_complete,-0.43533812965457347,0.6470458446969908,-0.5788638927256585,-0.2918123665834884,0.5605348326509644,0.7469086678514055,0.07322877573424717,-5.94490520003296,2.7661689646367743e-9,0.5937304822452061,520,171,expr;age;sex;grade,0,,1.3174879206628725e-7
ENSG00000169231.13,stage_grade_complete,0.5012667655563798,1.650811137424047,0.34498612420231023,0.6575474069104494,1.4119703273171238,1.9300528904324559,0.0797364862756619,6.28654194547048,3.2461533893903125e-10,0.2827135667177607,517,170,expr;age;sex;stage;grade,0,,1.348370964118001e-7
ENSG00000241343.10,stage_complete,0.4765195384310435,1.610459494247213,0.32637723619893133,0.6266618406631557,1.3859380962901322,1.871353265743587,0.07660462305247215,6.220506275510815,4.955532448922217e-10,0.1665345617068836,525,171,expr;age;sex;stage,0,,1.372269527314044e-7
ENSG00000104899.8,grade_complete,0.4440735539592988,1.559045155348559,0.29742990712498263,0.590717200793615,1.3463939994189484,1.8052827013970463,0.07481956198737458,5.9352600063902266,2.9338018583646043e-9,0.8544409598185637,520,171,expr;age;sex;grade,0,,1.3731019120205043e-7
ENSG00000179111.9,grade_complete,0.4421661355223262,1.5560742381670214,0.2959732387273617,0.5883590323172907,1.344434177581059,1.8010305562475823,0.074589583251588,5.927987746370905,3.0666937585697994e-9,0.4777046514754777,520,171,expr;age;sex;grade,0,,1.4153643555177004e-7
ENSG00000117054.14,stage_complete,-0.46620707217622165,0.6273773582009162,-0.6137512265361884,-0.31866291781625483,0.5413164550355689,0.7271206074038483,0.07527901304502344,-6.193055053702538,5.900910624131833e-10,0.2451451002594463,525,171,expr;age;sex;stage,0,,1.4724846456546057e-7
ENSG00000091844.8,stage_complete,0.4207905177962431,1.523165168989763,0.2874498611740325,0.5541311744184537,1.3330237542416048,1.7404281991535446,0.06803219736382135,6.185167231126568,6.203666879074475e-10,0.8142140597032302,525,171,expr;age;sex;stage,0,,1.4724846456546057e-7
ENSG00000170962.13,grade_complete,-0.4153985182414335,0.6600771754871652,-0.554274863359167,-0.27652217312370003,0.5744886929942454,0.7584168024756548,0.07085658012758009,-5.862525646785266,4.5587916978719375e-9,0.3947430968007744,520,171,expr;age;sex;grade,0,,2.0751869605518423e-7
ENSG00000197261.11,grade_complete,0.3938880309218304,1.4827345189625711,0.26207890578708026,0.5256971560565805,1.2996290866396565,1.691637772903076,0.06725078938921517,5.857002341521915,4.712964842424015e-9,0.06074209665786224,520,171,expr;age;sex;grade,0,,2.1163759691047298e-7
ENSG00000225783.8,grade_complete,0.4458011880331637,1.561740942878315,0.29651230318340815,0.5950900728829193,1.3451591096346838,1.8131942572390845,0.07616919801962038,5.852775132519184,4.8343756824340896e-9,0.27647331528781793,520,171,expr;age;sex;grade,0,,2.1419507190304638e-7
ENSG00000151150.22,stage_complete,-0.37863115651470974,0.6847981494263006,-0.5000262924277793,-0.2572360206016402,0.6065147127587099,0.7731857044731705,0.06193743194804545,-6.113123269823559,9.769984302085276e-10,0.3994396799916108,525,171,expr;age;sex;stage,0,,2.1643771890552913e-7
ENSG00000163794.6,grade_complete,0.43763243531952895,1.549035432052784,0.29065283413366316,0.5846120365053947,1.3373002383564274,1.7942947297339966,0.07499097041844756,5.835801735562988,5.353252252089725e-9,0.8139815859199565,520,171,expr;age;sex;grade,0,,2.3406391096965993e-7
