repeat_id,symbol,tcga_gene_id,bootstrap_log_hr,bootstrap_hr,n,events
3,HHLA2,ENSG00000114455.13,-0.5286879600550057,0.5893777497587039,517,170
3,DDC,ENSG00000132437.18,-0.5097757843393509,0.6006302344205702,517,170
3,KL,ENSG00000133116.8,-0.4828153542863279,0.6170437473385321,517,170
3,RBM47,ENSG00000163694.15,-0.43136905865233305,0.6496191189722738,517,170
3,PANK1,ENSG00000152782.16,-0.5638624128221116,0.5690070738711435,517,170
3,GJB1,ENSG00000169562.13,-0.5104584289593539,0.6002203573385413,517,170
3,ACADM,ENSG00000117054.14,-0.4921358774487493,0.6113192956825879,517,170
3,CLCN5,ENSG00000171365.17,-0.45013923023894414,0.6375393806818085,517,170
3,TMEM140,ENSG00000146859.6,-0.4223829963181623,0.6554829437580816,517,170
3,C1QTNF6,ENSG00000133466.14,0.5308338921462487,1.7003496257904143,517,170
3,CADPS2,ENSG00000081803.16,-0.42240730367693774,0.6554670108926403,517,170
3,KNTC1,ENSG00000184445.12,0.527287507684347,1.6943302121839194,517,170
3,PODXL,ENSG00000128567.17,-0.5085701217380492,0.6013548285516708,517,170
3,HIBCH,ENSG00000198130.16,-0.45065561895717,0.6372102475258378,517,170
3,TNIP1,ENSG00000145901.16,-0.4688178428549152,0.6257415560709201,517,170
3,TCIRG1,ENSG00000110719.10,0.4500181714694361,1.5683406842860454,517,170
3,LTB4R,ENSG00000213903.9,0.40742454431604636,1.5029420357361942,517,170
3,LRBA,ENSG00000198589.14,-0.3869188553755216,0.6791462017543024,517,170
3,GRAMD1A,ENSG00000089351.14,0.4471331563547162,1.5638225183292298,517,170
3,IFFO1,ENSG00000010295.20,0.4411289474226779,1.5544611331762845,517,170
3,TNFAIP2,ENSG00000185215.11,0.4422156516689979,1.5561512908748913,517,170
4,CYFIP2,ENSG00000055163.20,-0.6210356643311876,0.5373875961286915,517,170
4,CRYL1,ENSG00000165475.15,-0.582354491354012,0.5585816414194705,517,170
4,HHLA2,ENSG00000114455.13,-0.5112329861366537,0.5997556323540733,517,170
4,DDC,ENSG00000132437.18,-0.4552526374173257,0.6342877028975049,517,170
4,KL,ENSG00000133116.8,-0.4294700040526591,0.6508539532859762,517,170
4,RBM47,ENSG00000163694.15,-0.590218420864979,0.554206221311364,517,170
4,PANK1,ENSG00000152782.16,-0.5522954732148542,0.5756269564132325,517,170
4,GJB1,ENSG00000169562.13,-0.3497130286723117,0.70489034401463,517,170
4,ACADM,ENSG00000117054.14,-0.49631286888104104,0.6087711457272442,517,170
4,CLCN5,ENSG00000171365.17,-0.5095252756414583,0.600780716366241,517,170
4,TMEM140,ENSG00000146859.6,-0.5060367836241131,0.6028801949775008,517,170
4,C1QTNF6,ENSG00000133466.14,0.45229566832738655,1.5719166458415994,517,170
4,CADPS2,ENSG00000081803.16,-0.5302359200221467,0.5884661223599482,517,170
4,KNTC1,ENSG00000184445.12,0.5117279587110074,1.6681712369527817,517,170
4,PODXL,ENSG00000128567.17,-0.5064879517347475,0.6026082560087022,517,170
4,HIBCH,ENSG00000198130.16,-0.4634200442583448,0.6291283152629902,517,170
4,TNIP1,ENSG00000145901.16,-0.4576512931827654,0.632768088286774,517,170
4,TCIRG1,ENSG00000110719.10,0.3788158405621829,1.460554036164585,517,170
4,LTB4R,ENSG00000213903.9,0.4161720000697957,1.5161466237701047,517,170
4,LRBA,ENSG00000198589.14,-0.4819342877745886,0.617587643489748,517,170
4,GRAMD1A,ENSG00000089351.14,0.5549159566059558,1.741794592293237,517,170
4,IFFO1,ENSG00000010295.20,0.4494048277326721,1.567379047287388,517,170
4,TNFAIP2,ENSG00000185215.11,0.4595894624921324,1.583423796680881,517,170
5,CYFIP2,ENSG00000055163.20,-0.36021044382046163,0.6975295198473002,517,170
5,CRYL1,ENSG00000165475.15,-0.42609421530883884,0.6530548114614055,517,170
5,HHLA2,ENSG00000114455.13,-0.43676712313090355,0.6461218807325008,517,170
5,DDC,ENSG00000132437.18,-0.41132300459587634,0.662772818356457,517,170
5,KL,ENSG00000133116.8,-0.4940988342761105,0.6101204792947765,517,170
5,RBM47,ENSG00000163694.15,-0.38310070108723837,0.6817442434426564,517,170
5,PANK1,ENSG00000152782.16,-0.48357544641161354,0.6165749154455102,517,170
5,GJB1,ENSG00000169562.13,-0.42978758404286566,0.6506472879119964,517,170
5,ACADM,ENSG00000117054.14,-0.4554536768481329,0.6341601988758437,517,170
5,CLCN5,ENSG00000171365.17,-0.43118236600644816,0.6497404094060759,517,170
5,TMEM140,ENSG00000146859.6,-0.39986752197518155,0.6704088545937956,517,170
5,C1QTNF6,ENSG00000133466.14,0.3784245455922237,1.4599826405162923,517,170
5,CADPS2,ENSG00000081803.16,-0.47463153226825294,0.6221142432625598,517,170
5,KNTC1,ENSG00000184445.12,0.4168397571104334,1.5171593794525027,517,170
5,PODXL,ENSG00000128567.17,-0.392311571227241,0.6754936167947206,517,170
5,HIBCH,ENSG00000198130.16,-0.4096678274982741,0.6638707331173426,517,170
5,TNIP1,ENSG00000145901.16,-0.47016205704141195,0.62490099047084,517,170
5,TCIRG1,ENSG00000110719.10,0.43298237370425485,1.5418490433738825,517,170
5,LTB4R,ENSG00000213903.9,0.44885810632149126,1.5665223618082857,517,170
5,LRBA,ENSG00000198589.14,-0.3970397527736808,0.6723072990215304,517,170
5,GRAMD1A,ENSG00000089351.14,0.36273316569178277,1.4372522998469193,517,170
5,IFFO1,ENSG00000010295.20,0.39730835410604526,1.487814633077335,517,170
5,TNFAIP2,ENSG00000185215.11,0.31760398581192195,1.3738320964839486,517,170
6,CYFIP2,ENSG00000055163.20,-0.4983291637933782,0.6075449201949171,517,170
6,CRYL1,ENSG00000165475.15,-0.5268184101034373,0.5904806515459723,517,170
6,HHLA2,ENSG00000114455.13,-0.549666414099292,0.5771423048075741,517,170
6,DDC,ENSG00000132437.18,-0.5082773124896751,0.6015309365887979,517,170
6,KL,ENSG00000133116.8,-0.48618629467871366,0.6149672315186144,517,170
6,RBM47,ENSG00000163694.15,-0.42434167543558393,0.6542003195390108,517,170
6,PANK1,ENSG00000152782.16,-0.5455453058409285,0.5795256784233385,517,170
6,GJB1,ENSG00000169562.13,-0.5256516575194264,0.5911699984424069,517,170
6,ACADM,ENSG00000117054.14,-0.47789161752484915,0.6200894001641092,517,170
6,CLCN5,ENSG00000171365.17,-0.49794713295364534,0.607777065431451,517,170
6,TMEM140,ENSG00000146859.6,-0.48413902316177737,0.6162275260579168,517,170
6,C1QTNF6,ENSG00000133466.14,0.41914310077241057,1.5206579465477739,517,170
6,CADPS2,ENSG00000081803.16,-0.35671099719151245,0.6999747631779915,517,170
6,KNTC1,ENSG00000184445.12,0.5811723955588713,1.7881336022191345,517,170
6,PODXL,ENSG00000128567.17,-0.48043289030257,0.6185155844462232,517,170
6,HIBCH,ENSG00000198130.16,-0.6204488804246567,0.5377030190551673,517,170
6,TNIP1,ENSG00000145901.16,-0.4482206077385689,0.6387637522603021,517,170
6,TCIRG1,ENSG00000110719.10,0.4486464657986042,1.566190857277652,517,170
6,LTB4R,ENSG00000213903.9,0.45823674763734,1.5812833238407757,517,170
6,LRBA,ENSG00000198589.14,-0.3864334021475851,0.6794759755085753,517,170
6,GRAMD1A,ENSG00000089351.14,0.4665316316992776,1.5944544365878195,517,170
6,IFFO1,ENSG00000010295.20,0.4613118653488946,1.5861534404500328,517,170
6,TNFAIP2,ENSG00000185215.11,0.410514721339461,1.5075935760224706,517,170
7,CYFIP2,ENSG00000055163.20,-0.5579003859324693,0.5724096423694981,517,170
7,CRYL1,ENSG00000165475.15,-0.45905217099435575,0.6318822781127834,517,170
7,HHLA2,ENSG00000114455.13,-0.5093014124475919,0.600915224111325,517,170
7,DDC,ENSG00000132437.18,-0.4356155720360662,0.6468663516575426,517,170
7,KL,ENSG00000133116.8,-0.4383912642742267,0.6450733393225139,517,170
7,RBM47,ENSG00000163694.15,-0.41821062100014267,0.6582235781156661,517,170
7,PANK1,ENSG00000152782.16,-0.38702937367879314,0.6790711478159046,517,170
7,GJB1,ENSG00000169562.13,-0.3688368364212842,0.691538235098879,517,170
7,ACADM,ENSG00000117054.14,-0.35203360834020364,0.7032564862959233,517,170
7,CLCN5,ENSG00000171365.17,-0.40006593515449945,0.6702758498368975,517,170
7,TMEM140,ENSG00000146859.6,-0.37952061031246404,0.6841893239128191,517,170
7,C1QTNF6,ENSG00000133466.14,0.2714370879731749,1.311848338222489,517,170
7,CADPS2,ENSG00000081803.16,-0.39382529944917205,0.6744718765568599,517,170
7,KNTC1,ENSG00000184445.12,0.4067505049371918,1.5019293349584155,517,170
7,PODXL,ENSG00000128567.17,-0.38408645548081266,0.6810725421800159,517,170
7,HIBCH,ENSG00000198130.16,-0.31792902128328626,0.7276544345596614,517,170
7,TNIP1,ENSG00000145901.16,-0.46384967240759145,0.6288580820833122,517,170
7,TCIRG1,ENSG00000110719.10,0.33077429675218933,1.392045567643047,517,170
7,LTB4R,ENSG00000213903.9,0.4069532133847202,1.5022338195819622,517,170
7,LRBA,ENSG00000198589.14,-0.3972353492761107,0.6721758109250088,517,170
7,GRAMD1A,ENSG00000089351.14,0.3832188460824073,1.4669990419342451,517,170
7,IFFO1,ENSG00000010295.20,0.27075642715587805,1.310955718280597,517,170
7,TNFAIP2,ENSG00000185215.11,0.4931765943608949,1.637509670831118,517,170
8,CYFIP2,ENSG00000055163.20,-0.34325977909691957,0.7094538863294275,517,170
8,CRYL1,ENSG00000165475.15,-0.3625414317130696,0.69590548052515,517,170
8,HHLA2,ENSG00000114455.13,-0.42572045924258206,0.6532989402782586,517,170
8,DDC,ENSG00000132437.18,-0.3320855029342168,0.717425978205687,517,170
8,KL,ENSG00000133116.8,-0.30966125319373344,0.7336954511243269,517,170
8,RBM47,ENSG00000163694.15,-0.3304679690198443,0.7185873781051239,517,170
8,PANK1,ENSG00000152782.16,-0.3783495180948504,0.6849910420567403,517,170
8,GJB1,ENSG00000169562.13,-0.4258727360430639,0.6531994655799115,517,170
8,ACADM,ENSG00000117054.14,-0.36080035790142073,0.6971181587074514,517,170
8,CLCN5,ENSG00000171365.17,-0.29914955226144774,0.7414485158407322,517,170
8,TMEM140,ENSG00000146859.6,-0.40852170398204546,0.664632047172937,517,170
8,C1QTNF6,ENSG00000133466.14,0.28494255162772114,1.329685637651715,517,170
8,CADPS2,ENSG00000081803.16,-0.19590384505350802,0.8220912790208191,517,170
8,KNTC1,ENSG00000184445.12,0.4572378966554274,1.5797046460032838,517,170
8,PODXL,ENSG00000128567.17,-0.4359979477024568,0.6466190529887718,517,170
8,HIBCH,ENSG00000198130.16,-0.3040151174126913,0.7378497119876778,517,170
8,TNIP1,ENSG00000145901.16,-0.38363146940703713,0.6813824912078373,517,170
8,TCIRG1,ENSG00000110719.10,0.3651240674212772,1.4406927400946983,517,170
8,LTB4R,ENSG00000213903.9,0.35285358517044896,1.4231227619022868,517,170
8,LRBA,ENSG00000198589.14,-0.3194822079371112,0.7265251286417737,517,170
8,GRAMD1A,ENSG00000089351.14,0.2690448335153775,1.3087138139721035,517,170
8,IFFO1,ENSG00000010295.20,0.2946357604153748,1.3426372279850791,517,170
8,TNFAIP2,ENSG00000185215.11,0.32417077005526584,1.3828834420383422,517,170
9,CYFIP2,ENSG00000055163.20,-0.5843088773132299,0.5574910233938274,517,170
9,CRYL1,ENSG00000165475.15,-0.43078070589152334,0.6500014366321927,517,170
9,HHLA2,ENSG00000114455.13,-0.46259147684354884,0.6296498065002311,517,170
9,DDC,ENSG00000132437.18,-0.345601462598918,0.7077945134896442,517,170
9,KL,ENSG00000133116.8,-0.5006909062165351,0.6061117486401149,517,170
9,RBM47,ENSG00000163694.15,-0.43199503751417484,0.6492125983854705,517,170
9,PANK1,ENSG00000152782.16,-0.4926627968962294,0.6109972645067684,517,170
9,GJB1,ENSG00000169562.13,-0.38298509921668733,0.6818230589079556,517,170
9,ACADM,ENSG00000117054.14,-0.4030954749691898,0.6682482952923606,517,170
9,CLCN5,ENSG00000171365.17,-0.48759274198731406,0.6141029204574245,517,170
9,TMEM140,ENSG00000146859.6,-0.48557568455003286,0.6153428514059697,517,170
9,C1QTNF6,ENSG00000133466.14,0.3705549105389744,1.448538200797226,517,170
9,CADPS2,ENSG00000081803.16,-0.47617647729529056,0.621153853022271,517,170
9,KNTC1,ENSG00000184445.12,0.5186875870122536,1.6798215827178011,517,170
9,PODXL,ENSG00000128567.17,-0.4320639594032564,0.6491678549686924,517,170
9,HIBCH,ENSG00000198130.16,-0.4278220050780374,0.6519274442466633,517,170
9,TNIP1,ENSG00000145901.16,-0.5711815467807227,0.564857638534283,517,170
9,TCIRG1,ENSG00000110719.10,0.3542900410731657,1.425168483936895,517,170
9,LTB4R,ENSG00000213903.9,0.45149728049761756,1.5706621475768587,517,170
9,LRBA,ENSG00000198589.14,-0.46942935488252957,0.6253590245564361,517,170
9,GRAMD1A,ENSG00000089351.14,0.35351393492965716,1.4240628310284826,517,170
9,IFFO1,ENSG00000010295.20,0.3872240420348392,1.4728864427859798,517,170
9,TNFAIP2,ENSG00000185215.11,0.6320814128643082,1.8815227320683936,517,170
10,CYFIP2,ENSG00000055163.20,-0.4328341388090832,0.6486680717419501,517,170
10,CRYL1,ENSG00000165475.15,-0.47020314137284397,0.6248753173588203,517,170
10,HHLA2,ENSG00000114455.13,-0.48633722685235165,0.6148744201819297,517,170
10,DDC,ENSG00000132437.18,-0.406860442040438,0.6657370927289998,517,170
10,KL,ENSG00000133116.8,-0.4286085717918139,0.6514148614359373,517,170
10,RBM47,ENSG00000163694.15,-0.5802966816551286,0.5597322796299973,517,170
10,PANK1,ENSG00000152782.16,-0.5623766677419175,0.5698531016669313,517,170
10,GJB1,ENSG00000169562.13,-0.4602899708592368,0.6311006181833938,517,170
10,ACADM,ENSG00000117054.14,-0.49977134384815664,0.606669362536281,517,170
10,CLCN5,ENSG00000171365.17,-0.5487570033366681,0.577667402959898,517,170
10,TMEM140,ENSG00000146859.6,-0.44702206807406675,0.6395297949281918,517,170
10,C1QTNF6,ENSG00000133466.14,0.5173531243208124,1.6775814185275923,517,170
10,CADPS2,ENSG00000081803.16,-0.48733186681619745,0.614263145560349,517,170
10,KNTC1,ENSG00000184445.12,0.33958108162416967,1.404359155462572,517,170
10,PODXL,ENSG00000128567.17,-0.29947842083138104,0.7412047168187637,517,170
10,HIBCH,ENSG00000198130.16,-0.5412333295601529,0.5820299747557667,517,170
10,TNIP1,ENSG00000145901.16,-0.45708883898895575,0.6331240914600934,517,170
10,TCIRG1,ENSG00000110719.10,0.3940852974016858,1.4830270416331972,517,170
10,LTB4R,ENSG00000213903.9,0.5050589032726551,1.6570831252053393,517,170
10,LRBA,ENSG00000198589.14,-0.47135941463042536,0.6241532082981865,517,170
10,GRAMD1A,ENSG00000089351.14,0.4472186055611966,1.5639561514318372,517,170
10,IFFO1,ENSG00000010295.20,0.3630361771074169,1.437687869688904,517,170
10,TNFAIP2,ENSG00000185215.11,0.3893439216658196,1.476012096589176,517,170
11,CYFIP2,ENSG00000055163.20,-0.3795938467686423,0.6841392181461874,517,170
11,CRYL1,ENSG00000165475.15,-0.41644903841714054,0.6593841151974388,517,170
11,HHLA2,ENSG00000114455.13,-0.46844607924286413,0.6259742272586762,517,170
11,DDC,ENSG00000132437.18,-0.47750690986449656,0.6203279991989512,517,170
11,KL,ENSG00000133116.8,-0.4729957280864506,0.6231327331411378,517,170
11,RBM47,ENSG00000163694.15,-0.28073505413549266,0.7552284036177218,517,170
11,PANK1,ENSG00000152782.16,-0.3753022055991615,0.6870816075039713,517,170
11,GJB1,ENSG00000169562.13,-0.5091490577212848,0.6010067833603934,517,170
11,ACADM,ENSG00000117054.14,-0.3370361879913637,0.7138830054432387,517,170
11,CLCN5,ENSG00000171365.17,-0.4010541732424149,0.6696137849054515,517,170
11,TMEM140,ENSG00000146859.6,-0.39165942051915137,0.6759342841103563,517,170
11,C1QTNF6,ENSG00000133466.14,0.2773473797240721,1.3196247022878171,517,170
11,CADPS2,ENSG00000081803.16,-0.1849072541713652,0.8311813688822157,517,170
11,KNTC1,ENSG00000184445.12,0.48069032743028095,1.6171904078424386,517,170
11,PODXL,ENSG00000128567.17,-0.4678440167542583,0.6263512163338455,517,170
11,HIBCH,ENSG00000198130.16,-0.34020763784121194,0.7116225476517359,517,170
11,TNIP1,ENSG00000145901.16,-0.38655076726638976,0.6793962334095468,517,170
11,TCIRG1,ENSG00000110719.10,0.3951837429711278,1.484656961141487,517,170
11,LTB4R,ENSG00000213903.9,0.42221347388290353,1.5253341089251342,517,170
11,LRBA,ENSG00000198589.14,-0.33403124389821237,0.7160314102652174,517,170
11,GRAMD1A,ENSG00000089351.14,0.22840005704293048,1.2565879317421986,517,170
11,IFFO1,ENSG00000010295.20,0.3624244995566521,1.4368087371942244,517,170
11,TNFAIP2,ENSG00000185215.11,0.433690102989402,1.5429406413275106,517,170
12,CYFIP2,ENSG00000055163.20,-0.3367590753685138,0.7140808588478568,517,170
12,CRYL1,ENSG00000165475.15,-0.3634161786432213,0.6952970055120092,517,170
12,HHLA2,ENSG00000114455.13,-0.3559914881138858,0.7004785826037974,517,170
12,DDC,ENSG00000132437.18,-0.3337547740940033,0.7162293986966713,517,170
12,KL,ENSG00000133116.8,-0.20475131408356959,0.8148499329187556,517,170
12,RBM47,ENSG00000163694.15,-0.35224179695562263,0.7031100915411463,517,170
12,PANK1,ENSG00000152782.16,-0.4663648107520352,0.6272784043945574,517,170
12,GJB1,ENSG00000169562.13,-0.31420691389274163,0.7303678892604948,517,170
12,ACADM,ENSG00000117054.14,-0.3320007324360751,0.717486797341037,517,170
12,CLCN5,ENSG00000171365.17,-0.3046661515792113,0.7373695029486238,517,170
12,TMEM140,ENSG00000146859.6,-0.2732464447674869,0.7609052434044468,517,170
12,C1QTNF6,ENSG00000133466.14,0.33931298264413295,1.4039826986714832,517,170
12,CADPS2,ENSG00000081803.16,-0.3772030470271011,0.6857768148149244,517,170
12,KNTC1,ENSG00000184445.12,0.18310998877581502,1.2009464914512675,517,170
12,PODXL,ENSG00000128567.17,-0.28725011904441583,0.7503240350345042,517,170
12,HIBCH,ENSG00000198130.16,-0.3299788497519063,0.7189389390080491,517,170
12,TNIP1,ENSG00000145901.16,-0.2940069949833928,0.7452712782648411,517,170
12,TCIRG1,ENSG00000110719.10,0.35340157007629797,1.4239028254069723,517,170
12,LTB4R,ENSG00000213903.9,0.2514254421172836,1.285857025712539,517,170
12,LRBA,ENSG00000198589.14,-0.2996300271330781,0.741092354030515,517,170
12,GRAMD1A,ENSG00000089351.14,0.40988372020332914,1.5066425828336207,517,170
12,IFFO1,ENSG00000010295.20,0.237999795919769,1.268708933906472,517,170
12,TNFAIP2,ENSG00000185215.11,0.23741848751202754,1.267971637055407,517,170
13,CYFIP2,ENSG00000055163.20,-0.5297280752546571,0.5887650476984435,517,170
13,CRYL1,ENSG00000165475.15,-0.5293415157882795,0.5889926843958292,517,170
13,HHLA2,ENSG00000114455.13,-0.43536275689378073,0.6470299099404108,517,170
13,DDC,ENSG00000132437.18,-0.3932611565892109,0.6748524823982037,517,170
13,KL,ENSG00000133116.8,-0.43034629437691496,0.6502838660816387,517,170
13,RBM47,ENSG00000163694.15,-0.47157866286692196,0.6240163788083238,517,170
13,PANK1,ENSG00000152782.16,-0.4946973112621952,0.6097554454722461,517,170
13,GJB1,ENSG00000169562.13,-0.4049440729174637,0.6670141139687424,517,170
13,ACADM,ENSG00000117054.14,-0.4199205781517721,0.6570990057601834,517,170
13,CLCN5,ENSG00000171365.17,-0.4678845860190994,0.6263258062409044,517,170
13,TMEM140,ENSG00000146859.6,-0.5515318567800787,0.5760666824871103,517,170
13,C1QTNF6,ENSG00000133466.14,0.4504369378234996,1.5689975901317665,517,170
13,CADPS2,ENSG00000081803.16,-0.4823463172823948,0.6173332315731813,517,170
13,KNTC1,ENSG00000184445.12,0.37813096698823884,1.4595540837614722,517,170
13,PODXL,ENSG00000128567.17,-0.31826521302106975,0.7274098442677223,517,170
13,HIBCH,ENSG00000198130.16,-0.3995001362296422,0.6706551984995057,517,170
13,TNIP1,ENSG00000145901.16,-0.4180512487131717,0.6583284890723762,517,170
13,TCIRG1,ENSG00000110719.10,0.4332640241071322,1.5422833669389573,517,170
13,LTB4R,ENSG00000213903.9,0.5130459383084834,1.6703713021102047,517,170
13,LRBA,ENSG00000198589.14,-0.5259698374942163,0.5909819299086133,517,170
13,GRAMD1A,ENSG00000089351.14,0.4087722892966136,1.5049689839187455,517,170
13,IFFO1,ENSG00000010295.20,0.44507223409719404,1.5606029205043763,517,170
13,TNFAIP2,ENSG00000185215.11,0.46609694462959916,1.5937614984775728,517,170
14,CYFIP2,ENSG00000055163.20,-0.6258367674961609,0.5348137264910321,517,170
14,CRYL1,ENSG00000165475.15,-0.5190278937920193,0.5950987660848235,517,170
14,HHLA2,ENSG00000114455.13,-0.5311422065609571,0.587933045031598,517,170
14,DDC,ENSG00000132437.18,-0.42205603476123765,0.6556972965225575,517,170
14,KL,ENSG00000133116.8,-0.4389697081583877,0.6447003084936495,517,170
14,RBM47,ENSG00000163694.15,-0.4780984182824218,0.6199611784650216,517,170
14,PANK1,ENSG00000152782.16,-0.45278720880627,0.6358534232406532,517,170
14,GJB1,ENSG00000169562.13,-0.41489411810198773,0.6604102024888981,517,170
14,ACADM,ENSG00000117054.14,-0.4743830370763344,0.6222688548701596,517,170
14,CLCN5,ENSG00000171365.17,-0.40846521641770234,0.6646695916788551,517,170
14,TMEM140,ENSG00000146859.6,-0.3739052253212248,0.6880421177096872,517,170
14,C1QTNF6,ENSG00000133466.14,0.45386304087271745,1.5743823566747888,517,170
14,CADPS2,ENSG00000081803.16,-0.44504869837981764,0.6407930696881835,517,170
14,KNTC1,ENSG00000184445.12,0.385470006728648,1.4703052124097227,517,170
14,PODXL,ENSG00000128567.17,-0.3214777301027766,0.7250767772329505,517,170
14,HIBCH,ENSG00000198130.16,-0.35155168637114054,0.7035954827249078,517,170
14,TNIP1,ENSG00000145901.16,-0.32136575874156875,0.7251579696122032,517,170
14,TCIRG1,ENSG00000110719.10,0.4269484897265212,1.5325737163995306,517,170
14,LTB4R,ENSG00000213903.9,0.40483199108167023,1.4990506250247015,517,170
14,LRBA,ENSG00000198589.14,-0.37854782398060743,0.6848552177692326,517,170
14,GRAMD1A,ENSG00000089351.14,0.34488404419713403,1.411826200735149,517,170
14,IFFO1,ENSG00000010295.20,0.2833226708186909,1.327533449020385,517,170
14,TNFAIP2,ENSG00000185215.11,0.35324842433038983,1.4236847774436598,517,170
15,CYFIP2,ENSG00000055163.20,-0.4602069885570914,0.6311529905385352,517,170
15,CRYL1,ENSG00000165475.15,-0.4811507525835276,0.6180717347684965,517,170
15,HHLA2,ENSG00000114455.13,-0.464781168336766,0.6282725760803883,517,170
15,DDC,ENSG00000132437.18,-0.4188535574344464,0.6578005182102645,517,170
15,KL,ENSG00000133116.8,-0.38882630311049193,0.6778520005730055,517,170
15,RBM47,ENSG00000163694.15,-0.43529549273725593,0.6470734333253146,517,170
15,PANK1,ENSG00000152782.16,-0.5076481412281965,0.6019095216519219,517,170
15,GJB1,ENSG00000169562.13,-0.42813389549675546,0.6517241460281347,517,170
15,ACADM,ENSG00000117054.14,-0.4984425947043442,0.607476009729529,517,170
15,CLCN5,ENSG00000171365.17,-0.44429627337722355,0.6412753998511874,517,170
15,TMEM140,ENSG00000146859.6,-0.41076844199985035,0.66314046930449,517,170
15,C1QTNF6,ENSG00000133466.14,0.4507280987006055,1.5694544873583571,517,170
15,CADPS2,ENSG00000081803.16,-0.4288832059934377,0.6512359851994315,517,170
15,KNTC1,ENSG00000184445.12,0.5345004390018919,1.7065954807270276,517,170
