gene_id,ensembl,base_mean,tcga_mle_log2fc,tcga_apeglm_log2fc,tcga_apeglm_lfc_se,tcga_de_p_value,tcga_de_fdr,primary_tcga_deg_gate,symbol,gse40435_log2fc,gse40435_p_value,gse40435_fdr,gse53757_log2fc,gse53757_p_value,gse53757_fdr,primary_reproducible_deg,same_direction_tcga_gse40435,same_direction_tcga_gse53757,same_direction_all_three,log_hr,hr,log_hr_ci_low,log_hr_ci_high,hr_ci_low,hr_ci_high,std_error,statistic,p_value,n,events,model_status,warning_text,global_fdr,global_fdr_lt_0_05
ENSG00000249948.6,ENSG00000249948,5005.920478356592,-0.3780049409983485,-0.35033233296507355,0.19129175015352123,0.05327773175331328,0.06382779727597265,FALSE,GBA3,-1.5318930487970317,1.4246680497423192e-16,8.211311487139883e-16,-1.708887271402984,1.244761085594734e-11,6.212943638396055e-11,FALSE,TRUE,TRUE,TRUE,-0.44393912751705983,0.641504469608692,-0.5730949590111403,-0.3147832960229794,0.5637778663743287,0.7299470395574008,0.06589704326857289,-6.736859584241466,1.6184644598275143e-11,517,170,ok,NA,4.7365098082515765e-8,TRUE
ENSG00000114455.13,ENSG00000114455,3694.193481482207,3.11873156630403,3.099780677028017,0.2144939195091656,1.2960491225633839e-48,1.9324878811283214e-47,TRUE,HHLA2,0.725911554316831,1.484222956180103e-10,5.769951291101644e-10,1.1893418509342688,1.0899896770891065e-6,3.1991709498393217e-6,TRUE,TRUE,TRUE,TRUE,-0.4534307797409708,0.635444338110495,-0.5868934011859734,-0.3199681582959682,0.5560520348861098,0.7261721592645354,0.06809442545768124,-6.658853154180223,2.7597249200270826e-11,517,170,ok,NA,6.833928048116295e-8,TRUE
ENSG00000065665.21,ENSG00000065665,302.5237210759264,0.21784417743051285,0.21688314776105344,0.07801503941477322,0.00536352706614514,0.00702623355226436,FALSE,SEC61A2,0.01793002446534671,0.201379959598052,0.2938358909115792,0.02727522344262372,0.6792362081177764,0.7317163916255344,FALSE,TRUE,TRUE,TRUE,0.5589669118948148,1.7488648352593665,0.39453432330329197,0.7233995004863377,1.483693108717168,2.0614291419411113,0.08389571945635034,6.662639232572966,2.689533126480943e-11,517,170,ok,NA,6.833928048116295e-8,TRUE
ENSG00000161202.20,ENSG00000161202,4834.760558463747,0.06602233249733143,0.06592268597368013,0.05030388915612197,0.18990538755987288,0.2136742594221603,FALSE,DVL3,0.1279637507029697,0.00716784713518574,0.01453340877953939,-0.544647303066466,1.7459814415580544e-7,5.595749458306245e-7,FALSE,TRUE,FALSE,FALSE,0.5539677551518131,1.7401438028921452,0.39005663482983177,0.7178788754737944,1.4770644448073245,2.0500801203287633,0.083629659327871,6.62405849317138,3.494683709264539e-11,517,170,ok,NA,8.03577556918886e-8,TRUE
ENSG00000114270.17,ENSG00000114270,436.8237177198867,0.5141136874256494,0.6834072399295348,0.2244957940362536,0.0228313067951868,0.02833951911897642,FALSE,COL7A1,-0.5522238179504928,1.539778197114748e-11,6.394776454171249e-11,-0.5440135708821334,2.2189299208690993e-5,5.577797911391451e-5,FALSE,FALSE,FALSE,FALSE,0.4752330413151511,1.6083889748967608,0.3331794686326698,0.6172866139976324,1.39539770611732,1.8538908894780388,0.0724776443868264,6.55696036116662,5.4915602838152824e-11,517,170,ok,NA,1.1785620577105438e-7,TRUE
ENSG00000084734.9,ENSG00000084734,21.7384411274982,1.6948914107964017,2.1799180430700877,0.3070304300471991,1.754975708935022e-8,3.39785758236821e-8,TRUE,GCKR,0.02002167336633651,0.05683102047920099,0.09780745123856552,0.4041560659104349,0.04285488788689211,0.06427530874153338,TRUE,TRUE,TRUE,TRUE,0.4185730979465408,1.519791414207463,0.29267596915600946,0.5444702267370721,1.3400085159859343,1.7236949729377435,0.06423440929710539,6.516337622262576,7.204471884584456e-11,517,170,ok,NA,1.4495397431783927e-7,TRUE
ENSG00000118564.15,ENSG00000118564,17148.171795072038,0.2983173369885349,0.3044374587486761,0.07709321659902732,1.1756899067954664e-4,1.7531061873898586e-4,FALSE,FBXL5,0.10551435653795296,0.0017715643137221201,0.00390172773385108,0.10086489693054897,0.13686238434305406,0.18298436006364033,FALSE,TRUE,TRUE,TRUE,-0.4679860620427068,0.6262622524132537,-0.6089852210701554,-0.32698690301525823,0.543902529947524,0.7210931871112314,0.07193966835086357,-6.505257429882064,7.756044347239523e-11,517,170,ok,NA,1.4687210566254984e-7,TRUE
ENSG00000204681.11,ENSG00000204681,1152.1395457719996,1.1338168566932372,1.1216094639995826,0.13797429035210274,1.874411177264226e-16,6.0112616675124485e-16,TRUE,GABBR1,-0.03364674098349807,0.06869867848906536,0.11579451061506044,0.4742162206242585,6.2025791978838545e-9,2.3310613017014224e-8,FALSE,FALSE,TRUE,FALSE,0.5354191059124301,1.708163993885102,0.3736959803140696,0.6971422315107907,1.4530953137158191,2.008006083609282,0.08251331497619956,6.488881292272264,8.647606575746145e-11,517,170,ok,NA,1.546576393813444e-7,TRUE
ENSG00000279198.1,ENSG00000279198,16.371363547398953,0.3271231098372393,0.3192063570040893,0.1550347694237912,0.03662853885089324,0.04463756521380811,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.4665277202183366,1.5944481999218767,0.3247103464112555,0.6083450940254177,1.3836298145911385,1.8373881766817453,0.07235713254208673,6.44757059640222,1.1365723525124551e-10,517,170,ok,NA,1.8294268586040476e-7,TRUE
ENSG00000147003.7,ENSG00000147003,4622.726057939452,-0.03340892591902357,-0.02886182578719146,0.1841896415433961,0.8585946744948771,0.8720030211483448,FALSE,CLTRN,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,-0.4295733705097689,0.6507866802956743,-0.560022078096837,-0.2991246629227008,0.5711964527790038,0.7414669702336643,0.06655668604935136,-6.454248190651244,1.0875744832430223e-10,517,170,ok,NA,1.8294268586040476e-7,TRUE
ENSG00000265190.7,ENSG00000265190,8.08552589248355,1.893759053523863,1.3974959838407743,0.39472371238908727,1.6503265541955872e-6,2.8041440110136356e-6,TRUE,ANXA8,0.05098616024752546,0.00214387201248213,0.00467436347297491,-0.219732110918306,0.11026580863109876,0.1509081051249874,FALSE,TRUE,FALSE,FALSE,0.39535860924257765,1.4849166002690652,0.274979827538442,0.5157373909467133,1.3165041174710579,1.6748730828053133,0.06141887435364535,6.437086537375008,1.2178850595156238e-10,517,170,ok,NA,1.8669598017108075e-7,TRUE
ENSG00000241343.10,ENSG00000241343,89.04772646905288,1.3785035454093406,1.3699399448372709,0.11278666968368475,1.6917814393973703e-34,1.387916108488281e-33,TRUE,RPL36A,0.1327251068514855,2.0762092453729272e-11,8.548904182722925e-11,0.1453240486612591,0.07792490260035875,0.11022018864343522,TRUE,TRUE,TRUE,TRUE,0.5003943520851514,1.6493715755871787,0.3472844542264398,0.653504249943863,1.4152192332124123,1.9222651378047089,0.07811873027587393,6.405561768836025,1.4981671481805904e-10,517,170,ok,NA,2.1922271288286166e-7,TRUE
ENSG00000225697.13,ENSG00000225697,506.48601326091745,-0.2776293322856198,-0.2739896957029672,0.11511194766068224,0.01656896940167472,0.02080946718862019,FALSE,SLC26A6,-0.7373386312475251,9.23106851404946e-46,9.73271647976245e-44,0.064906995814994,0.26870195763337207,0.3311197711343541,FALSE,TRUE,FALSE,FALSE,0.47564824069062606,1.6090569156493548,0.32982425739197124,0.6214722239892809,1.390723697576289,1.8616668158536145,0.0744013586213297,6.393004771747074,1.6265718354470298e-10,517,170,ok,NA,2.2766348055091644e-7,TRUE
ENSG00000132837.15,ENSG00000132837,5173.930847457369,-0.9404091921810492,-0.9213443354152404,0.12972225589320316,6.476470882525886e-13,1.67610379170571e-12,FALSE,DMGDH,-1.0826945479504968,8.829182116320414e-29,1.2871369124322974e-27,-1.4370692658194704,8.752685890122619e-20,1.1780085480353268e-18,FALSE,TRUE,TRUE,TRUE,-0.3490947599726421,0.7053262904031501,-0.45633582360237124,-0.241853696342913,0.6336010231885089,0.7851710425440034,0.05471583379880088,-6.380141464284744,1.769244743610605e-10,517,170,ok,NA,2.3516637169513987e-7,TRUE
ENSG00000107611.16,ENSG00000107611,26398.95789711162,-0.4288080970444535,-0.4077085951650926,0.19561123387855173,0.03181727311140742,0.0389764319800003,FALSE,CUBN,-2.1836185007920816,1.4975913405687477e-22,1.3251080881200835e-21,-1.815612048449788,2.318878006915912e-12,1.2498452013718744e-11,FALSE,TRUE,TRUE,TRUE,-0.4344843211269029,0.6475985338687755,-0.5680586123037612,-0.3009100299500445,0.566624409246921,0.7401443605763028,0.06815140085760522,-6.375280854970385,1.8262796012607158e-10,517,170,ok,NA,2.3516637169513987e-7,TRUE
ENSG00000163694.15,ENSG00000163694,8384.61601759404,-1.1026128043972716,-1.0973052662304683,0.0829110957318784,3.295910463807207e-40,3.4776122468332216e-39,TRUE,RBM47,-0.9786751691732682,3.4852946474027225e-36,1.0658058260621958e-34,-0.964544528574704,1.4111713189133389e-19,1.8407981628698507e-18,TRUE,TRUE,TRUE,TRUE,-0.4019760009591535,0.6689968007792407,-0.526085801548879,-0.277866200369428,0.5909134012212978,0.7573981543282828,0.0633224903971133,-6.348076306510499,2.1802394199872855e-10,517,170,ok,NA,2.699471823393488e-7,TRUE
ENSG00000163071.11,ENSG00000163071,2622.332278149174,1.6644510749564514,1.6595425556339791,0.11481149233067416,8.594702823298822e-48,1.2412771345340318e-46,TRUE,SPATA18,0.7487162074752467,2.9143149231307543e-16,1.6469745082641477e-15,1.3550647949788486,1.3268728106439664e-12,7.352591404101224e-12,TRUE,TRUE,TRUE,TRUE,-0.3803239520355537,0.6836399067968212,-0.4982907944901788,-0.26235710958092856,0.6075682317173879,0.7692362730093529,0.06018827049126033,-6.318904812039396,2.6342346371446686e-10,517,170,ok,NA,2.826709381298706e-7,TRUE
ENSG00000152779.14,ENSG00000152779,6519.08706748905,-1.1576687084868038,-1.1285843330375227,0.18850059553401544,1.263510669602488e-9,2.6434610694640472e-9,TRUE,SLC16A12,-0.724293773123762,5.5521376523042415e-22,4.69003610586067e-21,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,-0.4324643024869648,0.6489080171234024,-0.5663826229326345,-0.2985459820412952,0.5675748619861036,0.7418961671655845,0.06832692922012869,-6.329339067671192,2.462135358099252e-10,517,170,ok,NA,2.826709381298706e-7,TRUE
ENSG00000270953.1,ENSG00000270953,9.715841536630856,-0.2850340791884768,-0.2781638754577562,0.1506703656744265,0.06051908696236839,0.07211928805406691,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.4610045704186312,1.585666098421865,0.31801471210234084,0.6039944287349215,1.374396481340511,1.8294116798320619,0.072955349916721,6.318996083835811,2.632679476639838e-10,517,170,ok,NA,2.826709381298706e-7,TRUE
ENSG00000150540.14,ENSG00000150540,5546.910558493329,0.0994757826867099,0.10062938585052912,0.0822921289983173,0.22890303656942176,0.25504799090553876,FALSE,HNMT,0.00148869897821818,0.9666623073199332,0.9786319062240596,-0.0272445447793658,0.6458767005907204,0.7016932055800419,FALSE,TRUE,FALSE,FALSE,-0.4311846737632993,0.6497389099649248,-0.5647493507300738,-0.29761999679652473,0.5685026236685014,0.7425834702366723,0.06814649555824277,-6.327319845739956,2.494559446291555e-10,517,170,ok,NA,2.826709381298706e-7,TRUE
ENSG00000286977.1,ENSG00000286977,83.92096899075754,2.0407204764601907,2.026654399897599,0.15213632938802754,1.885307997198014e-41,2.09354380978953e-40,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.504128894634633,1.6555427399817848,0.3475082609158213,0.6607495283534446,1.4155360041901563,1.9362430597266578,0.07990995495540493,6.308712036140809,2.813670641824437e-10,517,170,ok,NA,2.9218608161810413e-7,TRUE
ENSG00000169231.13,ENSG00000169231,1000.4718230653344,1.424040166292848,1.4171175740712008,0.10169501680812418,1.067998818365932e-44,1.3632441697397335e-43,TRUE,THBS3,0.18047292909901128,1.957858235969643e-5,5.194744348513252e-5,0.5911861474891392,1.4291219363853946e-13,8.858929803440212e-13,TRUE,TRUE,TRUE,TRUE,0.49388174792589745,1.638664773827865,0.3399035438587321,0.6478599519930628,1.404812081275781,1.9114458629553797,0.07856175178815825,6.286541945470482,3.2461533893902675e-10,517,170,ok,NA,3.265630309726609e-7,TRUE
ENSG00000153404.14,ENSG00000153404,198.18182470206992,-2.180977479031859,-2.1469107110948507,0.2265686372033124,1.1026119434690639e-21,4.789540370281488e-21,TRUE,PLEKHG4B,0.00688671528712882,0.4856483562075027,0.5968998701300571,-0.5502076394088913,0.00109827889122256,0.00218149327469157,FALSE,FALSE,TRUE,FALSE,0.4126748671151646,1.5108537178402672,0.2831967348581279,0.5421529993722013,1.3273662753471125,1.7197054039321786,0.06606148545501024,6.246829968669233,4.188666008298007e-10,517,170,ok,NA,4.086107155731195e-7,TRUE
ENSG00000186212.4,ENSG00000186212,829.9493785932262,-1.2546567386822751,-1.2405695491192534,0.14088841651040723,7.690007692622814e-19,2.8569731983948487e-18,TRUE,SOWAHB,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,-0.4269234558297126,0.6525134964205925,-0.5610897203738299,-0.29275719128559535,0.5705869447237287,0.746203303367169,0.0684534336357217,-6.236698922973048,4.4690092598712256e-10,517,170,ok,NA,4.1104670312507e-7,TRUE
ENSG00000250510.8,ENSG00000250510,188.7836945244045,0.4708720763866028,0.4655389516575296,0.11648341582490826,5.620816024177076e-5,8.576826536963001e-5,FALSE,GPR162,0.21534641120297093,2.1066787442973587e-10,8.10026254898422e-10,0.06912474768329516,0.633764546593115,0.6906660074327444,FALSE,TRUE,TRUE,TRUE,0.5126927214700421,1.6697814030271279,0.35163668886358546,0.6737487540764987,1.421392022347979,1.9615770245350765,0.08217295515471004,6.239190503795034,4.398410707652263e-10,517,170,ok,NA,4.1104670312507e-7,TRUE
ENSG00000213199.8,ENSG00000213199,66.59202700485517,2.024726680362781,2.0068209829348715,0.1671220910402895,2.688798551311409e-34,2.1759125933588955e-33,TRUE,ASIC3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.4903853344908172,1.6329453288957505,0.3357415282005306,0.6450291407811038,1.3989773818743834,1.9060425720320053,0.07890135099935372,6.215170314318622,5.126901043681842e-10,517,170,ok,NA,4.2784215705482547e-7,TRUE
ENSG00000189423.13,ENSG00000189423,32.47131127669133,1.7964467450674595,1.9433405711066032,0.15268533468970844,2.630178702979905e-32,1.9424343382961483e-31,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.40930348333512756,1.5057686268351238,0.2801106199421611,0.5384963467280941,1.3232761849764665,1.7134285218026937,0.06591593744172003,6.209476785443819,5.316130182092762e-10,517,170,ok,NA,4.2784215705482547e-7,TRUE
ENSG00000124222.22,ENSG00000124222,3708.734525033916,0.9597186750017426,0.959389960322185,0.0703550289038425,2.575692375271642e-42,2.9634270530644996e-41,FALSE,STX16,0.14747155752475266,1.0838586605809674e-8,3.703213322142107e-8,0.5347516895375425,6.397574730791289e-15,4.6102837745040844e-14,FALSE,TRUE,TRUE,TRUE,0.4144664683643241,1.5135629914927837,0.28365042244676997,0.5452825142818782,1.3279686215799926,1.7250956777058075,0.06674410700880958,6.209783708839172,5.305757778978538e-10,517,170,ok,NA,4.2784215705482547e-7,TRUE
ENSG00000185432.12,ENSG00000185432,11927.103935087283,-0.8417973514284065,-0.8266135266719045,0.09274647606036378,1.9111068364985965e-19,7.33107141093456e-19,FALSE,TMT1A,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,-0.4173662713040083,0.6587795836923739,-0.5488094170740645,-0.285923125533952,0.5776371260458069,0.7513203710792679,0.06706406179239163,-6.223396855920202,4.865046970419174e-10,517,170,ok,NA,4.2784215705482547e-7,TRUE
ENSG00000224420.3,ENSG00000224420,29.952305009470663,0.6572385169788243,0.6461907397324851,0.1467213628279367,8.03047653895118e-6,1.3016318450325583e-5,FALSE,ADM5,NA,NA,NA,0.30748792718724705,0.02167116780620759,0.03471999995840835,FALSE,FALSE,TRUE,FALSE,0.4329843824668184,1.5418521405856302,0.29640101866407265,0.5695677462695642,1.345009422578819,1.7675028765749614,0.06968667020419657,6.213302790879279,5.18823356730157e-10,517,170,ok,NA,4.2784215705482547e-7,TRUE
ENSG00000287808.1,ENSG00000287808,24.684881765648363,1.1710727893900268,1.1617340314494744,0.11881976736522797,4.839742766798801e-23,2.2645494062323695e-22,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.4395852342293791,1.5520633422434504,0.30070734420984324,0.578463124248915,1.3508139601586475,1.7832956198150292,0.07085736835726933,6.203804126805136,5.51143761854897e-10,517,170,ok,NA,4.327419507715328e-7,TRUE
ENSG00000213468.7,ENSG00000213468,68.3053070160155,2.5974464208910097,2.570735417941473,0.21694704329546527,1.4656019245897627e-33,1.1457177551334056e-32,TRUE,FIRRE,NA,NA,NA,0.42817862994061817,0.03362639290712373,0.05167291891952962,FALSE,FALSE,TRUE,FALSE,0.4325069141536593,1.5411161307695895,0.29518069701743155,0.5698331312898871,1.343369079542132,1.7679720076092031,0.07006568397146043,6.1728779287993625,6.705798694169492e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000267065.2,ENSG00000267065,8.004940929637852,1.4899756982809262,1.4652620144171051,0.18973861252206156,2.2133501484572345e-15,6.655970852791713e-15,TRUE,LINC02080,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,0.3770285342583497,1.45794591018296,0.2573368933476419,0.4967201751690575,1.2934808184474544,1.6433226119043287,0.06106828587403656,6.17388434704117,6.663229044977543e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000155269.12,ENSG00000155269,5.089480905959521,1.328703427843372,1.2696222931908516,0.3160611031974919,2.1594609173576803e-5,3.4007775204158306e-5,TRUE,GPR78,0.00518770150495076,0.4932919993481546,0.6039153048552707,-0.05340717912866822,0.6407765180309197,0.6969796402447085,FALSE,TRUE,FALSE,FALSE,0.3666505734429505,1.4428936456582488,0.250566117795041,0.48273502909085997,1.2847525321224873,1.6205004626388715,0.059227851411336595,6.190509442872871,5.997007478884677e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000153904.21,ENSG00000153904,10488.074916064075,-0.9528428097947316,-0.9363428515765226,0.09635849472876036,8.829753491477354e-23,4.0659050836452433e-22,FALSE,DDAH1,-1.1652734035049508,4.0159023997559317e-28,5.591550366649944e-27,-0.6440840743294052,8.964022114247451e-10,3.688128501600102e-9,FALSE,TRUE,TRUE,TRUE,-0.41895764545088937,0.6577320526223943,-0.5519083017042666,-0.2860069891975121,0.5758498659208027,0.7512573652424288,0.06783321392743698,-6.176290657539235,6.562512471776601e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000097046.13,ENSG00000097046,287.5100186600968,0.8431989830956063,0.8378945764325305,0.09498939814180718,7.170252403614668e-19,2.6672609819408764e-18,FALSE,CDC7,0.44986972555445653,1.151978434703941e-26,1.4036207277945218e-25,0.9063312172536976,1.0752788733147136e-15,8.52768825699849e-15,FALSE,TRUE,TRUE,TRUE,0.41546953962922034,1.5150819647290035,0.2836572574924486,0.547281821765992,1.327977698337201,1.728548124506402,0.06725240013413016,6.177765236639819,6.501529272317053e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000125255.7,ENSG00000125255,1149.1735610893822,0.554429527258421,0.5218721666153326,0.27346115630268963,0.04613177712184042,0.05564784985597058,FALSE,SLC10A2,-0.9976532310792094,1.8492256625391002e-14,9.311248174425053e-14,-1.4020278899994276,1.1516413682718622e-9,4.690201941270953e-9,FALSE,FALSE,FALSE,FALSE,-0.47701650299838066,0.6206322869152966,-0.6280718710938533,-0.32596113490290807,0.5336196972934174,0.7218332410055557,0.07707048154301717,-6.1893541268732335,6.041122829182297e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000162407.9,ENSG00000162407,13436.207962256583,0.3818242866607692,0.3851924338444297,0.0951750007873863,6.517280362052733e-5,9.895961955341803e-5,FALSE,PLPP3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,-0.4024751217371048,0.6686629738924867,-0.5302478460053315,-0.27470239746887815,0.5884591043647165,0.7597982074513602,0.06519136334957255,-6.173749114264286,6.668933773415976e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000171227.7,ENSG00000171227,10579.262006012748,0.10802587622558044,0.11026581943014162,0.1160897801991662,0.35587636136363704,0.3868304911202798,FALSE,TMEM37,-0.3543124608712883,4.070088071363669e-5,1.050793452606826e-4,-0.22636048112561685,0.01400513332744117,0.02326900374205606,FALSE,FALSE,FALSE,FALSE,-0.3700284245541618,0.6907146971010006,-0.4874587829409895,-0.2525980661673341,0.6141851906092867,0.7767800332633311,0.05991454910044439,-6.175936064107295,6.577260188038064e-10,517,170,ok,NA,4.405572889034782e-7,TRUE
ENSG00000116171.19,ENSG00000116171,9935.626505395709,-0.596490383458298,-0.5844244705644082,0.0600985767289157,3.778747482888482e-23,1.7771430090452304e-22,FALSE,SCP2,-0.2784334624504962,2.6595259075313463e-14,1.3242231558027762e-13,-0.5942447428715901,8.937222983628397e-20,1.1993176648998107e-18,FALSE,TRUE,TRUE,TRUE,-0.3549215526844968,0.7012284505404548,-0.46767520461416157,-0.2421679007548321,0.6264569609483632,0.7849243770920409,0.05752843053191343,-6.1694982707307995,6.850702553865453e-10,517,170,ok,NA,4.410756332280734e-7,TRUE
