symbol,tcga_gene_id,repeats_modeled,main_screen_frequency,selection_frequency,median_log_hr,log_hr_iqr,full_main_log_hr,frozen_high_confidence,full_fit_direction_agreement
ASAP2,ENSG00000151693.11,20,0,0,-0.20627210773077004,0.0625126815803626,-0.1994419288461033,FALSE,TRUE
ASAP3,ENSG00000088280.19,20,0,0,0.2160860986230692,0.052370740238187274,0.1963108678402148,FALSE,TRUE
ASB15,ENSG00000146809.13,20,0,0,0.15043829136379333,0.055008578173577294,0.15553421754388386,FALSE,TRUE
ASB2,ENSG00000100628.12,20,0,0,-0.07595214107439996,0.036759670257407534,-0.0783867895507994,FALSE,TRUE
ASB9,ENSG00000102048.16,20,0,0,-0.04988872846197781,0.08199780861002791,-0.0406511288196262,FALSE,TRUE
ASCL3,ENSG00000176009.3,20,0,0,0.16755830341832756,0.05384335661544684,0.15727147465966013,FALSE,TRUE
ASF1B,ENSG00000105011.9,20,0,0,0.08517951401917498,0.060083434594095375,0.07749922449645644,FALSE,TRUE
ASGR1,ENSG00000141505.12,20,0,0,0.27278873741254733,0.05576923068208137,0.28473277785538786,FALSE,TRUE
ASNS,ENSG00000070669.17,20,0,0,0.31945485682579866,0.03958909971903113,0.3030691262682836,FALSE,TRUE
ASPHD1,ENSG00000174939.11,20,0,0,-0.10537143854309529,0.04396297117325158,-0.10232978275562953,FALSE,TRUE
ASPM,ENSG00000066279.18,20,0,0,0.23085306793740856,0.0718982986890942,0.22534800276321296,FALSE,TRUE
ASS1,ENSG00000130707.18,20,0,0,-0.05621643309274541,0.05173612626291854,-0.05377515088145056,FALSE,TRUE
ATG16L2,ENSG00000168010.11,20,0,0,0.3303086899996966,0.08407203686518738,0.3266510556409574,FALSE,TRUE
ATG9B,ENSG00000181652.19,20,0,0,0.0771931994486994,0.041161951350498535,0.07459840087692617,FALSE,TRUE
ATP12A,ENSG00000075673.12,20,0,0,-0.055117676560725026,0.06496859212182185,-0.0750554888641489,FALSE,TRUE
ATP13A5,ENSG00000187527.11,20,0,0,0.14184669945064893,0.042490393587262615,0.13786210216816594,FALSE,TRUE
ATP1B1,ENSG00000143153.13,20,0,0,-0.30304771307426126,0.04528085375254309,-0.28191515658511596,FALSE,TRUE
ATP2B2,ENSG00000157087.20,20,0,0,-0.10662671597739092,0.08128202826812381,-0.09573609683286202,FALSE,TRUE
ATP2B3,ENSG00000067842.17,20,0,0,0.19697358061831943,0.05767631154636327,0.1970193536167796,FALSE,TRUE
ATP2C2,ENSG00000064270.13,20,0,0,0.26141081762751756,0.05302457208999309,0.2440396533682672,FALSE,TRUE
ATP4B,ENSG00000186009.5,20,0,0,0.1358140537027585,0.049916152570872396,0.1415634961853487,FALSE,TRUE
ATP6V0A4,ENSG00000105929.16,20,0,0,0.016292976975106885,0.0663390103968856,0.00356061214957562,FALSE,TRUE
ATP6V0D2,ENSG00000147614.4,20,0,0,0.02773647322205788,0.04916470026935915,0.00889490634011838,FALSE,TRUE
ATP6V0E2,ENSG00000171130.18,20,0,0,-0.040866842450637195,0.10975180099324792,-0.04368472832175516,FALSE,TRUE
ATP6V1B1,ENSG00000116039.13,20,0,0,0.19712026668488258,0.04655959681873059,0.18463019958538351,FALSE,TRUE
ATP6V1C2,ENSG00000143882.12,20,0,0,0.31917104558601533,0.040420655065639355,0.3044443283819943,FALSE,TRUE
ATP6V1G2,ENSG00000213760.11,20,0,0,0.12950911589953074,0.08357898125235419,0.15222615702507672,FALSE,TRUE
ATP6V1G3,ENSG00000151418.12,20,0,0,0.07257984332147319,0.0498661113706935,0.0636923888201339,FALSE,TRUE
ATP6V1H,ENSG00000047249.18,20,0,0,-0.04517844624473162,0.05795123145596622,-0.0577157821769311,FALSE,TRUE
ATP8B3,ENSG00000130270.16,20,0,0,0.1281454331655914,0.06868758763639851,0.11460041190739294,FALSE,TRUE
ATRNL1,ENSG00000107518.18,20,0,0,0.06335680697012808,0.043863698348836126,0.04368675223591811,FALSE,TRUE
AVP,ENSG00000101200.5,20,0,0,0.1327474913661359,0.04026270309404889,0.11629947377325307,FALSE,TRUE
AVPR2,ENSG00000126895.15,20,0,0,0.03950910455326982,0.07013089584131056,0.03563825742000811,FALSE,TRUE
AXIN2,ENSG00000168646.13,20,0,0,0.23231430168448092,0.06963716472140152,0.2155603770921824,FALSE,TRUE
AXL,ENSG00000167601.12,20,0,0,0.16842232624590797,0.07640217424574156,0.17442361814527743,FALSE,TRUE
AZGP1,ENSG00000160862.13,20,0,0,-0.2155445911024227,0.03305118155188605,-0.2156071602733853,FALSE,TRUE
B2M,ENSG00000166710.21,20,0,0,-0.21635095471705212,0.025344226669134273,-0.2039766547587339,FALSE,TRUE
B3GALT2,ENSG00000162630.6,20,0,0,-0.14737530815011668,0.06095845508606626,-0.1710944221407885,FALSE,TRUE
B3GNT8,ENSG00000177191.2,20,0,0,0.20956218220509018,0.048359038466191245,0.19902631524815115,FALSE,TRUE
B4GALNT1,ENSG00000135454.14,20,0,0,0.2788950871177641,0.09808795259274483,0.2456890567679655,FALSE,TRUE
B4GALNT2,ENSG00000167080.9,20,0,0,-0.02925481578231829,0.06290425558693369,-0.0283595954041358,FALSE,TRUE
B4GALNT3,ENSG00000139044.12,20,0,0,0.19643976381965997,0.04277445886497694,0.17298920170754137,FALSE,TRUE
BACH2,ENSG00000112182.15,20,0,0,0.007745837482941342,0.05017363018027344,-0.00263259014090951,FALSE,FALSE
BAIAP3,ENSG00000007516.14,20,0,0,-0.019922030659681202,0.07015758890627447,-0.0104374108403381,FALSE,TRUE
BARX2,ENSG00000043039.7,20,0,0,-0.2394553652047149,0.049988591502163116,-0.24967953954219488,FALSE,TRUE
BATF,ENSG00000156127.8,20,0,0,0.10594734934639191,0.0636323995404146,0.0995503023314031,FALSE,TRUE
BATF3,ENSG00000123685.9,20,0,0,0.1980850024820646,0.04300701253532574,0.19552732413475135,FALSE,TRUE
BAX,ENSG00000087088.20,20,0,0,0.04439406920844203,0.036205551088211115,0.0478993076968746,FALSE,TRUE
BAZ1A,ENSG00000198604.11,20,0,0,0.16251874192577023,0.08306756514295291,0.13979795714001306,FALSE,TRUE
BCAM,ENSG00000187244.12,20,0,0,-0.056904307120110006,0.08831056403813019,-0.0364615033258547,FALSE,TRUE
BCAR3,ENSG00000137936.18,20,0,0,-0.2132180389129118,0.056253185927672505,-0.2034506411975062,FALSE,TRUE
BCAS1,ENSG00000064787.13,20,0,0,0.17431103703813286,0.03861502234975034,0.15719988853743042,FALSE,TRUE
BCAT1,ENSG00000060982.15,20,0,0,0.19426453833710403,0.10085556124452519,0.2011221803143529,FALSE,TRUE
BCHE,ENSG00000114200.10,20,0,0,0.06015650767286848,0.03250228808509501,0.06252214911781533,FALSE,TRUE
BCKDHB,ENSG00000083123.15,20,0,0,-0.14084050681013496,0.06431009093706828,-0.1593208572291599,FALSE,TRUE
BCL11A,ENSG00000119866.22,20,0,0,-0.04016761383271883,0.08478359812845507,-0.01935431731279754,FALSE,TRUE
BCL11B,ENSG00000127152.18,20,0,0,-0.0546790640594214,0.05757728517357702,-0.04971399075825804,FALSE,TRUE
BCL2A1,ENSG00000140379.9,20,0,0,0.04489029321559489,0.09469210461014556,0.04916256868440507,FALSE,TRUE
BCL2L10,ENSG00000137875.4,20,0,0,0.09631547636806084,0.05754415111672559,0.08602455786835005,FALSE,TRUE
BCL6B,ENSG00000161940.11,20,0,0,-0.19990292633776197,0.057260448635118255,-0.1774205595143189,FALSE,TRUE
BCL7A,ENSG00000110987.9,20,0,0,-0.24332077716831985,0.05747553216593357,-0.2325660578684965,FALSE,TRUE
BCL9,ENSG00000116128.11,20,0,0,-0.016301861880702276,0.037369058617512524,-0.00495770927913017,FALSE,TRUE
BDH1,ENSG00000161267.12,20,0,0,0.22093031984482445,0.05742868913610458,0.18743429563428116,FALSE,TRUE
BDKRB2,ENSG00000168398.7,20,0,0,0.1440378519606011,0.03983471707690993,0.1202460111564132,FALSE,TRUE
BDNF,ENSG00000176697.20,20,0,0,-0.08263805250207637,0.054220504632856645,-0.08004722226648106,FALSE,TRUE
BEST1,ENSG00000167995.17,20,0,0,0.25447200968388756,0.07179771374722449,0.27336451150676727,FALSE,TRUE
BEST4,ENSG00000142959.5,20,0,0,0.23701997366392397,0.056829266670765266,0.2177561062971555,FALSE,TRUE
BEX2,ENSG00000133134.12,20,0,0,-0.22621409325287978,0.0414935229753631,-0.22586344684733525,FALSE,TRUE
BGN,ENSG00000182492.16,20,0,0,0.05628204107013299,0.08499490169734447,0.0704707968100767,FALSE,TRUE
BHMT,ENSG00000145692.15,20,0,0,-0.29317284623656314,0.03443010683225706,-0.28572908631080846,FALSE,TRUE
BID,ENSG00000015475.19,20,0,0,0.2464789408830595,0.04368375532549282,0.23859471917629704,FALSE,TRUE
BIK,ENSG00000100290.3,20,0,0,0.21493915297843602,0.048615661862254134,0.19762733248885037,FALSE,TRUE
BIN2,ENSG00000110934.13,20,0,0,0.025157568107974728,0.06833436845921538,0.02400260328695115,FALSE,TRUE
BIRC3,ENSG00000023445.16,20,0,0,-0.10896553689130564,0.061235392726679785,-0.12387450653029088,FALSE,TRUE
BIRC5,ENSG00000089685.15,20,0,0,0.2768652277723733,0.08065842195562367,0.28205732319733534,FALSE,TRUE
BIRC7,ENSG00000101197.13,20,0,0,0.09037445326950448,0.05469792325078515,0.0845176010392835,FALSE,TRUE
BLM,ENSG00000197299.12,20,0,0,0.2121700738943617,0.08288325051850834,0.19244611263313063,FALSE,TRUE
BLNK,ENSG00000095585.17,20,0,0,-0.07866690808225199,0.06379763038310002,-0.09429445147632907,FALSE,TRUE
BMP5,ENSG00000112175.8,20,0,0,-0.10537673744624743,0.07511317097381168,-0.09951765215652932,FALSE,TRUE
BMP7,ENSG00000101144.13,20,0,0,0.24632900252086343,0.05754271911449915,0.22407438221931217,FALSE,TRUE
BMP8B,ENSG00000116985.12,20,0,0,-0.10559589975171843,0.057090488928210975,-0.11079003972637702,FALSE,TRUE
BMPER,ENSG00000164619.10,20,0,0,0.1405656883344971,0.05997378710721615,0.13713662187563772,FALSE,TRUE
BMPR1B,ENSG00000138696.11,20,0,0,0.17131600184298656,0.036828673386056526,0.17625714932564254,FALSE,TRUE
BNIPL,ENSG00000163141.20,20,0,0,0.31223191140866297,0.061882977609034995,0.2799498488443791,FALSE,TRUE
BPHL,ENSG00000137274.13,20,0,0,-0.2685320649951552,0.07693024682562993,-0.25686653806796134,FALSE,TRUE
BPI,ENSG00000101425.14,20,0,0,-0.07553613463780395,0.05232226443353224,-0.05258510236182136,FALSE,TRUE
BRCA2,ENSG00000139618.16,20,0,0,-0.011591721761573796,0.08143682597768924,-0.03057485416751935,FALSE,TRUE
BRCC3,ENSG00000185515.15,20,0,0,0.0013772475426590918,0.07662214233332208,-0.02602994797086754,FALSE,FALSE
BRIP1,ENSG00000136492.9,20,0,0,0.10823525649856,0.06641024071962061,0.11015891989926407,FALSE,TRUE
BSND,ENSG00000162399.9,20,0,0,0.06749729311158625,0.05791149451481402,0.06576202565737747,FALSE,TRUE
BSPRY,ENSG00000119411.11,20,0,0,-0.25652696611860426,0.06853164039610887,-0.27536225256329594,FALSE,TRUE
BST2,ENSG00000130303.13,20,0,0,0.04714006273008441,0.06643011164722426,0.05189100548660674,FALSE,TRUE
BTBD16,ENSG00000138152.10,20,0,0,-0.08049787689954664,0.05850441103699114,-0.0694616351837613,FALSE,TRUE
BTC,ENSG00000174808.12,20,0,0,-0.18371824995745134,0.0769200472311149,-0.19583378222728712,FALSE,TRUE
BTG2,ENSG00000159388.6,20,0,0,-0.24165635116733175,0.05179570391816843,-0.23623775481286297,FALSE,TRUE
BTK,ENSG00000010671.16,20,0,0,-0.03601593144421955,0.05946455547647167,-0.05444348545125557,FALSE,TRUE
BTLA,ENSG00000186265.10,20,0,0,-0.08569383839407849,0.05146731391219329,-0.09372530497838956,FALSE,TRUE
BTN2A2,ENSG00000124508.17,20,0,0,-0.09149861766345413,0.05560154083729228,-0.08625722073384487,FALSE,TRUE
BTN3A1,ENSG00000026950.17,20,0,0,-0.08367372733739675,0.04825688528493105,-0.06895303000681638,FALSE,TRUE
BTN3A2,ENSG00000186470.14,20,0,0,-0.12058417555565648,0.04419934568870114,-0.12005286354520624,FALSE,TRUE
BTN3A3,ENSG00000111801.16,20,0,0,-0.15258192626452066,0.04028661998990693,-0.14455668010508496,FALSE,TRUE
BTNL8,ENSG00000113303.12,20,0,0,-0.10892182221642761,0.07087109015675012,-0.10333419005332832,FALSE,TRUE
BTNL9,ENSG00000165810.17,20,0,0,-0.15498961587841847,0.064531885402611,-0.1406202157754381,FALSE,TRUE
BUB1,ENSG00000169679.15,20,0,0,0.23050117767205258,0.07585930670586996,0.2249576775175042,FALSE,TRUE
BUB1B,ENSG00000156970.13,20,0,0,0.2797690485107889,0.08410205674669752,0.28221825848004806,FALSE,TRUE
C10orf55,ENSG00000222047.9,20,0,0,0.2038424916124773,0.05479638476214138,0.1967314132755023,FALSE,TRUE
C11orf21,ENSG00000110665.12,20,0,0,0.14164431725957974,0.0527554465208078,0.1379779279056537,FALSE,TRUE
C14orf132,ENSG00000227051.7,20,0,0,0.2105516571232665,0.04687371204713095,0.20547858682336984,FALSE,TRUE
C14orf180,ENSG00000184601.11,20,0,0,-0.11910349993106385,0.055800551581449837,-0.10732538563678454,FALSE,TRUE
C16orf54,ENSG00000185905.4,20,0,0,-0.08856090090054614,0.02625979319569438,-0.08132575305045643,FALSE,TRUE
C16orf89,ENSG00000153446.16,20,0,0,0.09995384227656028,0.08710278947599479,0.10635411536832466,FALSE,TRUE
C1QA,ENSG00000173372.17,20,0,0,0.005934123818294308,0.05009965376376448,0.00453832106490426,FALSE,TRUE
C1QB,ENSG00000173369.17,20,0,0,-0.01632250562405888,0.05365151043152427,-0.01077864190172666,FALSE,TRUE
C1QC,ENSG00000159189.12,20,0,0,-0.025196856962787326,0.05313597371205724,-0.02191204644366962,FALSE,TRUE
C1QL1,ENSG00000131094.4,20,0,0,-0.04610470401745845,0.07176452199442888,-0.02938689440061797,FALSE,TRUE
C1QTNF1,ENSG00000173918.15,20,0,0,0.26123042578044686,0.07149557829050679,0.24415455832236024,FALSE,TRUE
C1QTNF3,ENSG00000082196.21,20,0,0,0.055393204315842284,0.058111728522028686,0.04568464602587079,FALSE,TRUE
C1QTNF7,ENSG00000163145.13,20,0,0,-0.12768582849989069,0.06406808781607952,-0.1296099548325013,FALSE,TRUE
C1R,ENSG00000159403.18,20,0,0,0.24208665390358092,0.08274425225106108,0.24847542364824732,FALSE,TRUE
C1S,ENSG00000182326.15,20,0,0,0.21527436547807102,0.06364808913874276,0.2206024081917616,FALSE,TRUE
C1orf116,ENSG00000182795.13,20,0,0,-0.08667990832708652,0.04256794107817369,-0.09055611832136096,FALSE,TRUE
C1orf162,ENSG00000143110.12,20,0,0,0.04152896796522039,0.054595129962350296,0.0385953001252704,FALSE,TRUE
C1orf167,ENSG00000215910.7,20,0,0,0.052828107226628736,0.02393418042698412,0.06065942902542074,FALSE,TRUE
C1orf226,ENSG00000239887.6,20,0,0,-0.005344584014794281,0.0631536870317076,-0.01725278893117736,FALSE,TRUE
C1orf54,ENSG00000118292.9,20,0,0,0.020134133652324214,0.05850500224447288,0.03078184955215126,FALSE,TRUE
C2,ENSG00000166278.15,20,0,0,0.2075637973316721,0.04217486015849797,0.20156011013403996,FALSE,TRUE
C2CD4C,ENSG00000183186.8,20,0,0,-0.0646026375920782,0.0730006000725673,-0.0729118320249131,FALSE,TRUE
C2orf15,ENSG00000273045.7,20,0,0,-0.02750223936707214,0.06665294978075946,-0.0420037525461817,FALSE,TRUE
C3,ENSG00000125730.17,20,0,0,0.01005548322787424,0.06788219783385142,0.01467302974568438,FALSE,TRUE
C3AR1,ENSG00000171860.5,20,0,0,-0.2135860296296575,0.04983183317569889,-0.20804544659313265,FALSE,TRUE
C3orf36,ENSG00000288547.3,20,0,0,-0.21675847934365364,0.04780632592475484,-0.2047076341308472,FALSE,TRUE
C3orf52,ENSG00000114529.13,20,0,0,0.006762304634513024,0.056736901712936993,-0.00947318924013056,FALSE,FALSE
C3orf70,ENSG00000187068.3,20,0,0,-0.27253665412026146,0.05548457118876188,-0.2674069321991099,FALSE,TRUE
C4A,ENSG00000244731.8,20,0,0,-0.19624080239596797,0.060553162579304765,-0.19093886652314365,FALSE,TRUE
C4BPA,ENSG00000123838.11,20,0,0,0.18198209301376983,0.0510660656538898,0.16910626577751198,FALSE,TRUE
C5,ENSG00000106804.8,20,0,0,0.20772637659717347,0.053715959103840805,0.21199820802304992,FALSE,TRUE
C5AR1,ENSG00000197405.8,20,0,0,0.07284309107881576,0.08256881518800352,0.06601782820184995,FALSE,TRUE
C5orf46,ENSG00000178776.5,20,0,0,0.01772460091709472,0.057743304766759984,0.01453210309776118,FALSE,TRUE
C6orf141,ENSG00000197261.11,20,0,0,0.2712618623846214,0.03823149960631311,0.2689630713515484,FALSE,TRUE
C6orf52,ENSG00000137434.11,20,0,0,0.023542133056576816,0.0631800736970046,0.0380540635185374,FALSE,TRUE
C7,ENSG00000112936.19,20,0,0,0.01609088973546756,0.04212317615553526,0.02294725605269783,FALSE,TRUE
C9orf152,ENSG00000188959.9,20,0,0,0.25581566751051166,0.05743472391748897,0.25166677283237077,FALSE,TRUE
C9orf50,ENSG00000179058.7,20,0,0,0.032471686354374044,0.05318608462368475,0.03781162183377659,FALSE,TRUE
CA10,ENSG00000154975.14,20,0,0,0.016042148325165106,0.061634352282707035,0.00321196302407405,FALSE,TRUE
CA2,ENSG00000104267.10,20,0,0,-0.2745682995438526,0.03050485210029097,-0.2739416089132384,FALSE,TRUE
CA4,ENSG00000167434.10,20,0,0,-0.25322986699847,0.039660607312004215,-0.2484570199510412,FALSE,TRUE
CA8,ENSG00000178538.10,20,0,0,-0.22215236386677226,0.07229992544301056,-0.22379343091984305,FALSE,TRUE
CA9,ENSG00000107159.13,20,0,0,-0.18900684981623136,0.07683510850424596,-0.17407903692987683,FALSE,TRUE
CABYR,ENSG00000154040.21,20,0,0,0.2779097367560437,0.032659896686992984,0.2560373429456304,FALSE,TRUE
CACNA1S,ENSG00000081248.11,20,0,0,-0.0733837010979895,0.07728388714627395,-0.08646218380428539,FALSE,TRUE
CACNA2D2,ENSG00000007402.12,20,0,0,0.14238177632866605,0.051196263465383696,0.12516197217625144,FALSE,TRUE
CACNA2D3,ENSG00000157445.15,20,0,0,0.07388650011887232,0.07123612293540627,0.05984228154965623,FALSE,TRUE
CACNA2D4,ENSG00000151062.15,20,0,0,0.1061275120619202,0.051113830068339666,0.11751825222220816,FALSE,TRUE
CACNB4,ENSG00000182389.20,20,0,0,0.2795821879250957,0.06808069924689902,0.25687946521173816,FALSE,TRUE
CADM1,ENSG00000182985.18,20,0,0,-0.12768233287991437,0.03425834755655412,-0.15201527041335622,FALSE,TRUE
CADM2,ENSG00000175161.14,20,0,0,0.10441250778219076,0.0319958624150353,0.09758331542555096,FALSE,TRUE
CADM3,ENSG00000162706.13,20,0,0,0.20421940941989297,0.04458402492920996,0.18715455964890856,FALSE,TRUE
CADM4,ENSG00000105767.3,20,0,0,0.21867905708199337,0.04126506328320187,0.20024919738470445,FALSE,TRUE
CALB1,ENSG00000104327.7,20,0,0,0.1038664362155518,0.05170132077656023,0.07558163768569931,FALSE,TRUE
CALCA,ENSG00000110680.13,20,0,0,0.10043242293981623,0.02864589189071548,0.10064138667327636,FALSE,TRUE
CALCR,ENSG00000004948.16,20,0,0,-0.02227270801370075,0.057578345474012076,-0.01390352979883357,FALSE,TRUE
CALML3,ENSG00000178363.5,20,0,0,0.023706538065701915,0.0323078985190431,0.0047863251156387,FALSE,TRUE
CALY,ENSG00000130643.9,20,0,0,0.12486199722202053,0.046434954204560674,0.12324484840037696,FALSE,TRUE
CAMK1D,ENSG00000183049.13,20,0,0,-0.07257712756035184,0.08028967978923744,-0.06833952615795348,FALSE,TRUE
CAMK2A,ENSG00000070808.16,20,0,0,0.30954554945088103,0.06027941235476558,0.29604520409125834,FALSE,TRUE
CAMKK1,ENSG00000004660.15,20,0,0,0.13393222642503766,0.06385667086351293,0.13450591428884087,FALSE,TRUE
CAND2,ENSG00000144712.12,20,0,0,0.08067882642953869,0.07630170802780194,0.0740924656108523,FALSE,TRUE
CAPN11,ENSG00000137225.13,20,0,0,0.09592336072248712,0.02582200837880734,0.09929769787883444,FALSE,TRUE
CAPN12,ENSG00000182472.9,20,0,0,-0.012015486386214634,0.08896334858085189,0.00175841296389709,FALSE,FALSE
CAPN5,ENSG00000149260.18,20,0,0,0.015119501856830019,0.03404162898777133,0.00231148352545288,FALSE,TRUE
CAPN6,ENSG00000077274.9,20,0,0,-0.06957319032969805,0.0763594501904995,-0.06864539248696326,FALSE,TRUE
CAPN8,ENSG00000203697.12,20,0,0,0.2845713277282429,0.03451835582306251,0.2844712416454554,FALSE,TRUE
CAPSL,ENSG00000152611.12,20,0,0,0.05564727074441793,0.03874743854038942,0.0501743914868732,FALSE,TRUE
CAPZA3,ENSG00000177938.5,20,0,0,0.09994555511529535,0.024613628664362452,0.09138682814245104,FALSE,TRUE
CARD11,ENSG00000198286.10,20,0,0,0.09123683490730099,0.050013885932008714,0.11189623156062302,FALSE,TRUE
CARD14,ENSG00000141527.18,20,0,0,0.2776832941217554,0.07634311434033525,0.28829789040114545,FALSE,TRUE
CARD16,ENSG00000204397.8,20,0,0,-0.014971754263347885,0.03728182725793962,-0.00819057751273527,FALSE,TRUE
CASC2,ENSG00000177640.16,20,0,0,-0.19246241282836757,0.0679090607741378,-0.20562468578006984,FALSE,TRUE
CASP1,ENSG00000137752.24,20,0,0,-0.07291820719631267,0.03193431219506562,-0.07482373676222663,FALSE,TRUE
CASP12,ENSG00000204403.9,20,0,0,-0.1643607008659453,0.06712951821990806,-0.1536967002495031,FALSE,TRUE
CASP4,ENSG00000196954.14,20,0,0,0.19056960794316774,0.04403719508734125,0.19532601016523943,FALSE,TRUE
CASP5,ENSG00000137757.11,20,0,0,0.1566236779949031,0.06357552448415808,0.15068339843426043,FALSE,TRUE
CASR,ENSG00000036828.17,20,0,0,-0.16759052224006954,0.06674336036156409,-0.14275248816304165,FALSE,TRUE
CASS4,ENSG00000087589.16,20,0,0,-0.0703702160507892,0.06035289414637683,-0.06947528627968189,FALSE,TRUE
CASZ1,ENSG00000130940.15,20,0,0,0.1464964183405109,0.046528243244336964,0.1265751605174247,FALSE,TRUE
CATSPER1,ENSG00000175294.6,20,0,0,0.2648689649567554,0.0673416655976094,0.26621002122802634,FALSE,TRUE
CATSPER3,ENSG00000152705.8,20,0,0,-0.08034605023246288,0.054415305115867285,-0.0851031261899484,FALSE,TRUE
CAV1,ENSG00000105974.13,20,0,0,-0.05872105009710822,0.08958462769104036,-0.05338779029565126,FALSE,TRUE
CAV2,ENSG00000105971.15,20,0,0,-0.19324413780910515,0.03283516966917757,-0.17557201906150202,FALSE,TRUE
CBLC,ENSG00000142273.13,20,0,0,0.050857385435226915,0.0322379897126233,0.03693894590497807,FALSE,TRUE
CBLN2,ENSG00000141668.10,20,0,0,-0.07152841844637886,0.05067001354883404,-0.0672093113597282,FALSE,TRUE
CBLN3,ENSG00000139899.11,20,0,0,0.10266792991585244,0.06704492978546782,0.10821339832777042,FALSE,TRUE
CBLN4,ENSG00000054803.4,20,0,0,-0.029236246504930983,0.08826883186960267,-0.02152721357463086,FALSE,TRUE
CBR3,ENSG00000159231.6,20,0,0,0.10893235765843473,0.05497096982102363,0.10439999888734816,FALSE,TRUE
CBS,ENSG00000160200.18,20,0,0,0.2987041033017588,0.04532177327961112,0.2853233305533744,FALSE,TRUE
CC2D2B,ENSG00000188649.15,20,0,0,0.24866069036882565,0.06451656947441015,0.2568578602182459,FALSE,TRUE
CCBE1,ENSG00000183287.14,20,0,0,0.14955007185910862,0.04905176157488407,0.13469323117154067,FALSE,TRUE
CCDC102B,ENSG00000150636.17,20,0,0,0.11883241394332192,0.04111082853342614,0.11610266147939025,FALSE,TRUE
CCDC127,ENSG00000164366.4,20,0,0,-0.17323004116832527,0.07204675491805237,-0.14350157612640707,FALSE,TRUE
CCDC13,ENSG00000244607.7,20,0,0,0.11747583629170283,0.10223401057257032,0.11721968801911216,FALSE,TRUE
CCDC141,ENSG00000163492.15,20,0,0,-0.16789668794263177,0.05693250431073307,-0.170821120133777,FALSE,TRUE
CCDC142,ENSG00000135637.14,20,0,0,0.25027928583603265,0.06469683115103561,0.2503413192740498,FALSE,TRUE
CCDC144A,ENSG00000170160.17,20,0,0,0.13871498295250745,0.06951473747436662,0.12108273023458792,FALSE,TRUE
CCDC7,ENSG00000216937.13,20,0,0,0.24674357577292982,0.07726697454153719,0.20296881295761193,FALSE,TRUE
CCDC74A,ENSG00000163040.15,20,0,0,0.20717964870859665,0.07013828007372999,0.22176068723095868,FALSE,TRUE
CCDC8,ENSG00000169515.8,20,0,0,-0.09800166196561647,0.046180244159331627,-0.09242621638448686,FALSE,TRUE
CCDC81,ENSG00000149201.10,20,0,0,0.022960475215468124,0.04373410039268782,0.02494766958889132,FALSE,TRUE
CCDC85B,ENSG00000175602.4,20,0,0,0.1832980146829311,0.07982795093093126,0.18529843540865143,FALSE,TRUE
CCDC88A,ENSG00000115355.17,20,0,0,0.15733739901225802,0.07419748840002593,0.15414522395035998,FALSE,TRUE
CCDC88B,ENSG00000168071.22,20,0,0,0.21750462515456076,0.04705934004343071,0.2130670160943776,FALSE,TRUE
CCL11,ENSG00000172156.4,20,0,0,0.1781788253814066,0.05542257616529228,0.18051135076483987,FALSE,TRUE
CCL18,ENSG00000275385.2,20,0,0,0.03365341922083283,0.05182202996859859,0.00558867754527371,FALSE,TRUE
CCL20,ENSG00000115009.13,20,0,0,-0.047932535225481875,0.04999312974385193,-0.0508446908609515,FALSE,TRUE
CCL22,ENSG00000102962.5,20,0,0,-0.2241043067187905,0.04692452058874283,-0.2326244225566385,FALSE,TRUE
CCL23,ENSG00000274736.5,20,0,0,0.0865361460000392,0.042438867473749045,0.08322967350911366,FALSE,TRUE
CCL28,ENSG00000151882.11,20,0,0,-0.20058000589405425,0.042034220448072535,-0.20325467436133549,FALSE,TRUE
CCL3,ENSG00000277632.2,20,0,0,0.003399064721024237,0.045791084040906274,0.00715311425316493,FALSE,TRUE
CCL4,ENSG00000275302.2,20,0,0,-0.003917709472105938,0.05538932364525023,-0.00557795852972275,FALSE,TRUE
CCL5,ENSG00000271503.6,20,0,0,-0.010011029803894334,0.04024666286117576,0.00734494876002261,FALSE,FALSE
CCM2,ENSG00000136280.17,20,0,0,0.18939938735637973,0.0713768918404123,0.18466647760616703,FALSE,TRUE
CCNA2,ENSG00000145386.11,20,0,0,0.2681463200109826,0.0692141425247621,0.2666464340886822,FALSE,TRUE
CCND1,ENSG00000110092.4,20,0,0,-0.22102097121329445,0.06791277523867068,-0.21953373497443857,FALSE,TRUE
CCND2,ENSG00000118971.9,20,0,0,0.10777250781985859,0.08554154701593614,0.09524330779180729,FALSE,TRUE
CCNE2,ENSG00000175305.17,20,0,0,0.28492285318029564,0.053695943246494515,0.2580054702602814,FALSE,TRUE
CCNO,ENSG00000152669.9,20,0,0,0.25131935748882095,0.061545061297369696,0.22594958445983088,FALSE,TRUE
CCR1,ENSG00000163823.4,20,0,0,-0.016563630020135924,0.07046028517859484,-0.03200977125141274,FALSE,TRUE
CCR10,ENSG00000184451.5,20,0,0,0.2643556063964814,0.0679583609677043,0.25363710691479485,FALSE,TRUE
CCR2,ENSG00000121807.6,20,0,0,-0.2168177819080265,0.02014808438095797,-0.21648106694074665,FALSE,TRUE
CCR5,ENSG00000160791.13,20,0,0,-0.10681386986039837,0.0439659860733506,-0.10287107434395426,FALSE,TRUE
