gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
ENSG00000004468.13,372.6008265215229,1.4605690834991165,0.16972163122121306,8.605674320885056,7.586940030990225e-18,2.7954242138646396e-17,TRUE
ENSG00000004478.8,6474.172318189164,-0.8658041194026228,0.061857249857464575,-13.996809127429104,1.630276555167249e-44,1.934191396913683e-43,FALSE
ENSG00000004487.17,3762.7666045260994,-0.3808680372330242,0.047389848755203336,-8.036911854275658,9.213089466629623e-16,3.0444666339859936e-15,FALSE
ENSG00000004534.15,2484.917029931205,-0.5401397416500261,0.071805997495747,-7.522209292921779,5.38582753230466e-14,1.6111376323095597e-13,FALSE
ENSG00000004660.15,618.8212779137419,1.204683541988097,0.0929497686321443,12.96058677408572,2.0467585629619133e-38,1.867738454669423e-37,TRUE
ENSG00000004700.16,1497.5189918873991,0.7187119769670571,0.0779437600399677,9.2209046189011,2.9460415049632274e-20,1.22380497324578e-19,FALSE
ENSG00000004766.17,1807.4054394929578,-0.42520360985714417,0.04799283256679264,-8.859731487308638,8.020739180903931e-19,3.1064823663625824e-18,FALSE
ENSG00000004776.13,226.93152858110278,-1.8417260167236882,0.20026093697613045,-9.196631377707014,3.6934690911230065e-20,1.527512039453239e-19,TRUE
ENSG00000004777.18,253.97120979328514,1.2016313272620447,0.13743054776074995,8.743553357248786,2.2589112740849414e-18,8.545257891342112e-18,TRUE
ENSG00000004779.10,3071.699100100611,-0.10198204527479904,0.0656596156905883,-1.5531928446760195,0.12037707025318796,0.14322614324218233,FALSE
ENSG00000004799.8,39274.27857915482,0.16551613940252627,0.16244979678791396,1.0188756321967922,0.30826201359244376,0.3435503849392229,FALSE
ENSG00000004809.14,13.236616330716483,1.6564262561391125,0.23756039032606183,6.972653369804606,3.1101829271248792e-12,8.412805671801923e-12,TRUE
ENSG00000004838.14,172.63107810679284,-0.42022520069524233,0.1557744704399712,-2.6976512871997156,0.00698305466923653,0.009643879262862991,FALSE
ENSG00000004846.16,10.876799656137244,0.9252683826102623,0.301008402483453,3.073895529082867,0.002112834062956167,0.003074407591025219,FALSE
ENSG00000004848.8,40.62301106784409,0.5355476808124885,0.33853938922723475,1.5819360991787506,0.11366415892735625,0.13568254507711922,FALSE
ENSG00000004864.14,3036.085942998472,-0.2078329483797704,0.07877491613100815,-2.638313800729788,0.008331944233081076,0.011417704285520984,FALSE
ENSG00000004866.22,1917.5931638260704,0.16961932143845831,0.07549757619492167,2.2466856551862087,0.024660123654017266,0.032105937442845726,FALSE
ENSG00000004897.12,3632.801623995889,0.2101735551399436,0.056054683259825724,3.749437922354198,1.772313607115076e-4,2.842469556041363e-4,FALSE
ENSG00000004939.15,8218.549976029828,-9.18320856898014,0.29945223542522886,-30.666688982768083,1.5834304931435268e-206,1.596097937088675e-203,TRUE
ENSG00000004948.16,312.79955788455624,0.0335861763532067,0.23003751344414602,0.1460030403317742,0.8839189883112202,0.8966808146181714,FALSE
ENSG00000004961.15,1615.1891946567625,-0.3792955744293356,0.047269464024123735,-8.024114134989219,1.0226119199091628e-15,3.367334237590066e-15,FALSE
ENSG00000004975.12,1540.4678744697314,0.250114932738689,0.059823168590825135,4.180904131799001,2.9035227020944516e-5,4.9625357360435236e-5,FALSE
ENSG00000005001.10,178.73213974068784,-6.987076689114458,0.29824827054018554,-23.427048466901436,2.265963034204871e-121,2.7880919812413737e-119,TRUE
ENSG00000005007.13,7489.393301126096,-0.42172514440320125,0.056404845980286396,-7.476753762444365,7.618096341176234e-14,2.258030636841741e-13,FALSE
ENSG00000005020.13,6559.114043092556,0.2843336698116026,0.06285113623919474,4.5239225068183995,6.070395813415903e-6,1.0939611931672143e-5,FALSE
ENSG00000005022.6,18013.04885421478,-1.3180450958664454,0.08525582987917679,-15.459882306398963,6.471666833684461e-54,1.1224979773474675e-52,TRUE
ENSG00000005059.16,488.1127217036605,1.5671647130082491,0.13314366465933153,11.770479031188454,5.5408981570188535e-32,3.8911001848646868e-31,TRUE
ENSG00000005073.6,207.42237120900873,-2.0109236199030063,0.17227601765777384,-11.672684609518338,1.7578697991849164e-31,1.2117372881914332e-30,TRUE
ENSG00000005075.15,1481.3986035893192,0.41536114953458286,0.09473512646312822,4.384447089921236,1.1628073980892695e-5,2.0479037893369782e-5,FALSE
ENSG00000005100.13,1286.4642819766875,0.14705745414186666,0.04832920778851464,3.0428277406362665,0.002343664508386643,0.0033927728367099614,FALSE
ENSG00000005102.14,45.68890437748943,1.0130690452137832,0.2118823924255651,4.7812799997983655,1.7418255397332267e-6,3.2593005672803373e-6,TRUE
ENSG00000005108.16,4089.805376413794,-2.1208878594190312,0.12860788666923953,-16.491118191481064,4.2501060042169904e-61,9.431564619688306e-60,TRUE
ENSG00000005156.12,1275.4943664024947,-0.12819092966367998,0.04234893069701699,-3.0270169176363546,0.002469801352232925,0.0035643476783766793,FALSE
ENSG00000005175.10,1471.58578352982,-0.19197362212725086,0.04385792938133906,-4.3771702138070605,1.2023008029285144e-5,2.1147583518892957e-5,FALSE
ENSG00000005187.12,2958.0077491105444,-1.0595199986084518,0.13084550147633725,-8.097488921314277,5.61052116817223e-16,1.88079481677485e-15,TRUE
ENSG00000005189.20,183.67113747678084,0.5395643780767742,0.08753375289500388,6.164072260491079,7.089756405480119e-10,1.661227857620232e-9,FALSE
ENSG00000005194.15,2763.9075219903134,-0.16732662553507857,0.05628983324446746,-2.972590535281512,0.0029529810592400624,0.004229518395483854,FALSE
ENSG00000005206.17,1708.7258346692083,0.41164851265028146,0.0953272387295996,4.318267455726298,1.5725879491060714e-5,2.7410471515144932e-5,FALSE
ENSG00000005238.20,1344.1610588942876,0.3386805852088884,0.05999283198874711,5.6453508524554215,1.648447255610326e-8,3.5432219859784654e-8,FALSE
ENSG00000005243.10,977.1026952802182,0.507216676173292,0.11036613384464719,4.59576374114234,4.311670295712214e-6,7.853784758828588e-6,FALSE
ENSG00000005249.13,1172.8062615359668,-2.2655352306079712,0.113948799839903,-19.882045566000055,5.821150056263372e-88,3.0758205781159366e-86,TRUE
ENSG00000005302.19,1277.5986738474483,0.32065241229703234,0.04269542344859526,7.510229115846426,5.902396906928128e-14,1.762045997685071e-13,FALSE
ENSG00000005339.15,6375.077849760347,0.297080457048784,0.05100585814137179,5.824437973876898,5.730511540226281e-9,1.266210660536636e-8,FALSE
ENSG00000005379.17,906.048782561076,-0.9084754989980623,0.1313726236655469,-6.915257331777827,4.670148403544537e-12,1.2511013938474417e-11,FALSE
ENSG00000005381.8,17.601718386001227,-0.16423344295285566,0.22278979611319458,-0.7371677061431138,0.46102036947510683,0.4980593529495692,FALSE
ENSG00000005421.9,14.992194874167408,-2.53235391009523,0.3059765768818123,-8.276299891652775,1.2706175547639179e-16,4.404807523181582e-16,TRUE
ENSG00000005436.14,1261.0887554873862,-0.2962849220392809,0.048724196540993886,-6.080858035083306,1.1954110037152369e-9,2.7590780788523933e-9,FALSE
ENSG00000005448.17,1368.3325609530182,0.9969998748557032,0.09196886642857845,10.840623719440506,2.2095942632112042e-27,1.282876527475393e-26,FALSE
ENSG00000005469.12,1882.5899497654148,-1.2100052353902433,0.06417273470784923,-18.855441347464385,2.6511726219786578e-79,1.1117109132290667e-77,TRUE
ENSG00000005471.19,237.83127255317524,1.797189756663967,0.18456164419281731,9.737612408710374,2.0839297935287355e-22,9.54818741762257e-22,TRUE
ENSG00000005483.21,5540.286241699462,0.312471429365842,0.052625627466975536,5.937628573871713,2.891742478854925e-9,6.515930434685742e-9,FALSE
ENSG00000005486.17,5911.995219372456,-0.7069787131125818,0.07464455436764414,-9.47126979458575,2.764622302467674e-21,1.201778425992251e-20,FALSE
ENSG00000005513.10,44.58298835206054,-0.5083415538082036,0.16032415796675628,-3.1707108913281163,0.0015206640604847467,0.0022438806203020235,FALSE
ENSG00000005700.15,5130.617745279159,-0.12111945333698765,0.058888102115430045,-2.056772913135734,0.039708074762604614,0.050332231736232434,FALSE
ENSG00000005801.18,1178.665111023188,0.3172189219624955,0.04764885854055568,6.657429614866827,2.7865777502907315e-11,7.136078725778728e-11,FALSE
ENSG00000005810.18,4114.538271045547,-0.08092564734397402,0.07086851436500671,-1.1419125696239132,0.25349036332636404,0.28652960588533377,FALSE
ENSG00000005812.11,4191.071625056982,-0.29863214937344706,0.0621950672764923,-4.801540740294692,1.5744946689555032e-6,2.9552643618123487e-6,FALSE
ENSG00000005844.19,1439.5180755440422,2.647178269274874,0.17346528949260237,15.260564675607718,1.400312638546536e-52,2.2937121019392258e-51,TRUE
ENSG00000005882.12,3917.392366841597,-0.5211503546804174,0.0935724059934288,-5.569487597839641,2.554895741241646e-8,5.418247903096056e-8,FALSE
ENSG00000005884.18,20158.006348339215,0.6269517442489783,0.12009379509999259,5.220517377496192,1.7842396313926244e-7,3.56984994501487e-7,FALSE
ENSG00000005889.16,2122.058674313372,-0.06949752962547234,0.04587436951348341,-1.5149533467712426,0.12978421916023,0.15368628301786136,FALSE
ENSG00000005893.16,20799.89572630814,0.1545954870616265,0.05669824793076982,2.7266360549693176,0.00639835683918096,0.008864414867117122,FALSE
ENSG00000005961.19,53.42094998984039,-0.44839623473573664,0.1868823244212722,-2.39935069367479,0.016424176338874368,0.021810134449190284,FALSE
ENSG00000005981.13,41.461522931174656,-1.3210280859877588,0.23685566124751364,-5.577354913240969,2.442033094807131e-8,5.186871168547313e-8,TRUE
ENSG00000006007.12,3582.9721439909063,-0.5186037892095434,0.06007239167689851,-8.632980554509503,5.977360069158906e-18,2.2129489008690015e-17,FALSE
ENSG00000006015.18,814.8753739635492,0.2853246747400508,0.10083784515008473,2.82953958719943,0.004661503269076012,0.0065544652436259525,FALSE
ENSG00000006016.11,140.37847656703215,-1.2656892235520152,0.23261751439671213,-5.441074490175641,5.296016187015192e-8,1.0992159042472018e-7,TRUE
ENSG00000006025.12,531.7818041780089,0.070602936502127,0.08074072570546625,0.8744402020818979,0.3818785719427149,0.4186336057838571,FALSE
ENSG00000006042.12,3019.159090218376,0.2549645128639758,0.13174751945072904,1.9352509552130692,0.052959507595701096,0.06608717146310515,FALSE
ENSG00000006047.13,119.23359294405118,0.03695124846026517,0.2003173699701276,0.18446352638203836,0.8536498378660686,0.8696099409489613,FALSE
ENSG00000006062.17,1605.4158828789502,1.4416778374479835,0.1275171784364016,11.305753900185389,1.228941034086022e-29,7.832705890400403e-29,TRUE
ENSG00000006071.15,19.355349783694475,-1.8813956638172282,0.20431417046855485,-9.208346437756191,3.3118728230092434e-20,1.3727275493504073e-19,TRUE
ENSG00000006118.15,1635.9008093358548,1.073072611615276,0.14019306393661865,7.654248944158982,1.9444528119162513e-14,5.970035062640712e-14,TRUE
ENSG00000006125.18,20408.080452098864,-0.4490483764158496,0.04675373665374467,-9.604545188365897,7.649489167470134e-22,3.410066543647853e-21,FALSE
ENSG00000006128.12,59.14379647973299,-5.352762217546656,0.34757311769295496,-15.40039187459621,1.6268048449733377e-53,2.768526063445535e-52,TRUE
ENSG00000006194.10,1686.2157865430827,0.2610054164361619,0.03886348111730896,6.715955671812314,1.8683759069278156e-11,4.8266531068274214e-11,FALSE
ENSG00000006210.7,11976.518173219492,1.0349042134723399,0.08108287595389253,12.763536089430698,2.620305725483337e-37,2.2746926947157103e-36,TRUE
ENSG00000006282.21,4497.139321190983,0.4328321967701541,0.07515961663415852,5.758839868449258,8.469399855574847e-9,1.8518774521517235e-8,FALSE
ENSG00000006283.18,6.389884641146502,-0.10083697523162283,0.2256422601601653,-0.4468886952295495,0.6549554266928579,0.6854786878625622,FALSE
ENSG00000006327.14,4742.095362116188,0.7095707409474283,0.16164111503332226,4.389791179064501,1.1345956132613656e-5,2.0009543406137424e-5,FALSE
ENSG00000006377.11,12.969929320020578,2.215552200137027,0.19789482930005928,11.19560429129597,4.284707946573457e-29,2.6622481238453572e-28,TRUE
ENSG00000006432.15,605.336847844713,-2.4547615607098696,0.13240168506398123,-18.540259208360084,9.7749423245378e-77,3.800915258775766e-75,TRUE
ENSG00000006451.8,3138.9709415075363,0.3424606612709074,0.05565037894716923,6.153788487155079,7.565356749307595e-10,1.768398766374005e-9,FALSE
ENSG00000006453.14,840.2497950511076,-1.046314886364552,0.13598104254571566,-7.694564380272271,1.4197704476175383e-14,4.397747771086213e-14,TRUE
ENSG00000006459.11,2053.377173218578,-0.046104669648448636,0.07453692168577661,-0.6185480779956397,0.5362141158493574,0.5718686232676796,FALSE
ENSG00000006468.14,906.0690549603225,-0.2996400743542529,0.1489752380136347,-2.0113414709015527,0.04428940093448168,0.055799279862075564,FALSE
ENSG00000006530.18,1699.6256762777089,-0.24821993688952593,0.053547375464897386,-4.635520130248864,3.5604107190635693e-6,6.519335158612312e-6,FALSE
ENSG00000006534.16,3147.2803022061407,1.1631450111323807,0.17479071321159803,6.654501201813287,2.842624325238311e-11,7.272500811777203e-11,TRUE
ENSG00000006555.11,1134.397759783999,0.06580713727991741,0.09870010033147429,0.6667383017738665,0.5049393088024774,0.5415554675517812,FALSE
ENSG00000006576.16,1345.4159730570386,0.4108560782517896,0.06573089380053895,6.2505779930292205,4.0893645764731505e-10,9.736900774071802e-10,FALSE
ENSG00000006606.9,19.05021487194286,-0.5815927150472017,0.2084950728579691,-2.7894794206642666,0.005279285145882563,0.007376813025340702,FALSE
ENSG00000006607.14,1803.6483222711602,-0.5880317011959966,0.06675013370142449,-8.809446042854107,1.257658062079122e-18,4.82728507483445e-18,FALSE
ENSG00000006611.17,7786.506517862294,1.728826878387673,0.23509720436907391,7.353668381669166,1.9283981187662155e-13,5.592503916855701e-13,TRUE
ENSG00000006625.18,567.3163549706671,-0.23831625185303018,0.07789375012381351,-3.0595041511574705,0.0022170371516748865,0.0032187076042042664,FALSE
ENSG00000006634.8,279.58720036260854,0.6805647095772902,0.08246154376252558,8.253116283357418,1.5431676813744916e-16,5.326397812914879e-16,FALSE
ENSG00000006638.13,450.03335391829887,0.523395699257352,0.1304387503739204,4.01257830021345,6.0059147971054045e-5,9.997650851279118e-5,FALSE
ENSG00000006652.15,376.89541781173796,0.5506995737159938,0.10030593225151627,5.490199446380891,4.014801259879324e-8,8.398779647103873e-8,FALSE
ENSG00000006695.12,1083.2528494322687,-0.511809530037134,0.05350666139394349,-9.565342271477745,1.1183082353323326e-21,4.94576817947853e-21,FALSE
ENSG00000006704.11,1607.748695701769,-0.43599203817470245,0.07701246838130121,-5.661317541674358,1.5021516764216255e-8,3.236999764484292e-8,FALSE
ENSG00000006712.15,4166.8815864948265,-0.03805303594677148,0.04245307111038269,-0.8963553154453624,0.37006302461403484,0.4067186005654879,FALSE
ENSG00000006715.16,5187.875542592833,-0.17619526958082748,0.05315474640206624,-3.3147607976167186,9.17215755183622e-4,0.0013819137977494893,FALSE
ENSG00000006740.17,611.7248721129706,-1.0022568368554357,0.11633426226758802,-8.615319488166602,6.974682906899221e-18,2.5738170884823258e-17,TRUE
ENSG00000006744.19,4310.960187025958,-0.1825988136477409,0.04939917236156341,-3.696394188778306,2.1868334124087823e-4,3.4753823341464654e-4,FALSE
ENSG00000006747.15,9472.789100006139,-3.0686502822686132,0.1953329305488195,-15.709846126030788,1.2949302380829186e-55,2.401806912928318e-54,TRUE
ENSG00000006756.16,7165.984821674566,-0.8582385867808294,0.07178383180832415,-11.95587592861415,6.049234715862339e-33,4.438363477976489e-32,FALSE
ENSG00000006757.12,2070.9667789334003,-0.8116811115051574,0.0747281298963937,-10.861788092790588,1.7528294670974266e-27,1.0208478816375413e-26,FALSE
ENSG00000006788.14,7.910839417575005,1.3144397265396797,0.4805850053926055,2.735082684208741,0.006236460843053664,0.008652012374927236,TRUE
ENSG00000006831.10,5480.036836876457,0.013375880880742735,0.04402452423242482,0.303827948489019,0.7612589728457859,0.7847647862306714,FALSE
ENSG00000006837.12,29.364881956446265,0.47865409523324104,0.08697814158348678,5.503153855889188,3.7305658560619735e-8,7.821027914220638e-8,FALSE
ENSG00000007001.13,970.7550034420884,-3.357266013280345,0.2714145066684297,-12.369515743613915,3.8211818486913563e-35,3.0776132111402294e-34,TRUE
ENSG00000007038.11,13.322787108500235,1.6401827819364498,0.24387525932744622,6.725498873726304,1.7499184609073824e-11,4.5268841203692314e-11,TRUE
ENSG00000007047.15,2058.45267864883,0.38347411526611547,0.05651870376962479,6.784906406013657,1.161617925997697e-11,3.039201617704666e-11,FALSE
ENSG00000007062.12,7699.436216946538,-2.9961173183404313,0.3028831674679489,-9.891990180198707,4.50971885001285e-23,2.126114618117229e-22,TRUE
ENSG00000007080.11,2390.204087061689,0.3243155110705129,0.08580239071492565,3.779795741916279,1.569570652265195e-4,2.525807911983681e-4,FALSE
ENSG00000007129.18,89.53563402255297,1.7973167272442085,0.13554104364810007,13.260313473094628,3.932485217646489e-40,3.8456183800029545e-39,TRUE
ENSG00000007168.14,9056.38735378459,-0.2388681030963702,0.04122269267157843,-5.794577879699285,6.849323459425757e-9,1.5064373046712843e-8,FALSE
ENSG00000007171.18,236.0524190666347,0.545861781104636,0.14384323353834266,3.794838086416709,1.477398384084968e-4,2.3837749707627187e-4,FALSE
ENSG00000007174.18,168.32968963006678,-1.5088672735771038,0.18522383686846033,-8.146183013413387,3.755915533378686e-16,1.2698017840401008e-15,TRUE
ENSG00000007202.15,8935.312202752966,-0.4655179486501875,0.06154326034507821,-7.564076814260235,3.906288615775953e-14,1.1778188223913505e-13,FALSE
ENSG00000007216.15,2011.7187711659762,-7.366934268110032,0.30329136585683575,-24.289957108727865,2.5030545359542757e-130,3.727275754448276e-128,TRUE
ENSG00000007237.19,1061.6412423818058,0.7314640650185744,0.13525770235846926,5.4079291032166,6.375765141501642e-8,1.316546271891546e-7,FALSE
ENSG00000007255.10,1290.8200544096003,-0.5416569459039347,0.08958474768060168,-6.046307657583802,1.4820297031322627e-9,3.398165744504842e-9,FALSE
ENSG00000007264.15,188.87781211426355,2.2191468276215445,0.16386622154337907,13.542429957317875,8.783456645572781e-42,9.211557893844396e-41,TRUE
ENSG00000007306.15,7.925219811296334,-5.042732063819658,0.3503610957763057,-14.392956651326609,5.72932734267022e-47,7.466644007792199e-46,TRUE
ENSG00000007312.13,156.4780243118408,0.9779933719333785,0.12872449671068364,7.597569980261642,3.0174305494350775e-14,9.164540484366035e-14,FALSE
ENSG00000007314.12,282.0891402374335,1.0690878919058178,0.17791102595984856,6.009115433616197,1.8653827843042703e-9,4.254455835962607e-9,TRUE
ENSG00000007341.19,577.3938767257855,-0.29926520040529664,0.046378565222740614,-6.452661891717149,1.0990237586325299e-10,2.710635673465212e-10,FALSE
ENSG00000007350.17,19.930735052321463,-0.2548430447875199,0.17999131911639452,-1.4158629762734347,0.15681562674096985,0.18335150326242863,FALSE
ENSG00000007372.24,68.38500058074573,1.9302290128639967,0.3361983594565232,5.741339773294199,9.393040827171482e-9,2.04956135208151e-8,TRUE
ENSG00000007376.8,845.6776535573248,0.484164556395356,0.09134119325883401,5.300615627205311,1.1541284338419085e-7,2.3387766175000957e-7,FALSE
ENSG00000007384.15,1152.8777456757855,0.29194611865297604,0.0927445345592585,3.1478525396711006,0.0016447464170381216,0.002417854728389897,FALSE
ENSG00000007392.17,1085.4720769476,0.11124035179104302,0.0772194074065702,1.4405750513643305,0.1497047729281468,0.17562500845572387,FALSE
ENSG00000007402.12,300.2710826981092,-2.6488337782154803,0.12482429226084002,-21.22049907305162,6.176497365338914e-100,4.661615473166185e-98,TRUE
ENSG00000007516.14,783.7087473254014,-1.6641588210442149,0.13607262315867472,-12.229931211832625,2.1512072841506043e-34,1.6799416121281e-33,TRUE
ENSG00000007520.4,1701.0583883079353,0.3616988114509136,0.08096975668865157,4.467085319790865,7.929251204139334e-6,1.416370062418782e-5,FALSE
ENSG00000007541.17,2958.403792609399,-0.6963292237948489,0.09038338405448924,-7.704172963639581,1.3169337817561293e-14,4.0869390825653803e-14,FALSE
ENSG00000007545.16,572.6301433473353,0.13499761221330955,0.062100325736208994,2.173863190134543,0.029715411204921365,0.03827688473697921,FALSE
ENSG00000007866.22,1156.5004169929393,-0.47732115009156806,0.07411529333297079,-6.4402517837600985,1.192754689249169e-10,2.9346333923997583e-10,FALSE
ENSG00000007908.16,707.2131206993023,-1.4687181396716187,0.202494575557341,-7.253123376906052,4.0726877911830734e-13,1.157919306046062e-12,TRUE
ENSG00000007923.16,3281.4797672573586,-1.1731301973564605,0.10103639091714636,-11.610966966530617,3.6249288967316938e-31,2.461833027352792e-30,TRUE
